lambda            n
10.06542526   1.63369920
10.06542526   1.63369920
10.07049345   1.63247240
10.07049345   1.63247240
10.07049345   1.63247240
10.07049345   1.63247240
10.07049345   1.63247240
10.07049345   1.63247240
10.07049345   1.63247240
10.07049345   1.63247240
10.07556675   1.63124372
10.07556675   1.63124372
10.07556675   1.63124372
10.07556675   1.63124372
10.08064516   1.63001395
10.08064516   1.63001395
10.08064516   1.63001395
10.08064516   1.63001395
10.08064516   1.63001395
10.08064516   1.63001395
10.08064516   1.63001395
10.08064516   1.63001395
10.08572869   1.62878427
10.08572869   1.62878427
10.08572869   1.62878427
10.08572869   1.62878427
10.09081736   1.62755522
10.09081736   1.62755522
10.09081736   1.62755522
10.09081736   1.62755522
10.09081736   1.62755522
10.09081736   1.62755522
10.09081736   1.62755522
10.09081736   1.62755522
10.09591116   1.62632661
10.09591116   1.62632661
10.09591116   1.62632661
10.09591116   1.62632661
10.10100000   1.62509964
10.10101010   1.62509723
10.10101010   1.62509723
10.10101010   1.62509723
10.10101010   1.62509723
10.10101010   1.62509723
10.10101010   1.62509723
10.10101010   1.62509723
10.10101010   1.62509723
10.10611420   1.62386677
10.10611420   1.62386677
10.10611420   1.62386677
10.10611420   1.62386677
10.11122346   1.62263593
10.11122346   1.62263593
10.11122346   1.62263593
10.11122346   1.62263593
10.11122346   1.62263593
10.11122346   1.62263593
10.11122346   1.62263593
10.11122346   1.62263593
10.11428571   1.62188946
10.11633789   1.62140657
10.11633789   1.62140657
10.11633789   1.62140657
10.11633789   1.62140657
10.12145749   1.62018034
10.12145749   1.62018034
10.12145749   1.62018034
10.12145749   1.62018034
10.12145749   1.62018034
10.12145749   1.62018034
10.12145749   1.62018034
10.12145749   1.62018034
10.12658228   1.61895846
10.12658228   1.61895846
10.12658228   1.61895846
10.12658228   1.61895846
10.13171226   1.61774160
10.13171226   1.61774160
10.13171226   1.61774160
10.13171226   1.61774160
10.13171226   1.61774160
10.13171226   1.61774160
10.13171226   1.61774160
10.13171226   1.61774160
10.13684744   1.61653199
10.13684744   1.61653199
10.13684744   1.61653199
10.13684744   1.61653199
10.14198783   1.61524809
10.14198783   1.61524809
10.14198783   1.61524809
10.14198783   1.61524809
10.14198783   1.61524809
10.14198783   1.61524809
10.14198783   1.61524809
10.14198783   1.61524809
10.14713343   1.61405670
10.14713343   1.61405670
10.14713343   1.61405670
10.14713343   1.61405670
10.15228426   1.61296888
10.15228426   1.61296888
10.15228426   1.61296888
10.15228426   1.61296888
10.15228426   1.61296888
10.15228426   1.61296888
10.15228426   1.61296888
10.15228426   1.61296888
10.15744033   1.61181342
10.15744033   1.61181342
10.15744033   1.61181342
10.15744033   1.61181342
10.16260163   1.61068035
10.16260163   1.61068035
10.16260163   1.61068035
10.16260163   1.61068035
10.16260163   1.61068035
10.16260163   1.61068035
10.16260163   1.61068035
10.16260163   1.61068035
10.16776817   1.60957352
10.16776817   1.60957352
10.16776817   1.60957352
10.16776817   1.60957352
10.17293998   1.60849636
10.17293998   1.60849636
10.17293998   1.60849636
10.17293998   1.60849636
10.17293998   1.60849636
10.17293998   1.60849636
10.17293998   1.60849636
10.17293998   1.60849636
10.17811705   1.60745253
10.17811705   1.60745253
10.17811705   1.60745253
10.17811705   1.60745253
10.18329939   1.60644479
10.18329939   1.60644479
10.18329939   1.60644479
10.18329939   1.60644479
10.18329939   1.60644479
10.18329939   1.60644479
10.18329939   1.60644479
10.18329939   1.60644479
10.18848701   1.60547573
10.18848701   1.60547573
10.18848701   1.60547573
10.18848701   1.60547573
10.19367992   1.60454666
10.19367992   1.60454666
10.19367992   1.60454666
10.19367992   1.60454666
10.19367992   1.60454666
10.19367992   1.60454666
10.19367992   1.60454666
10.19367992   1.60454666
10.19887812   1.60363481
10.19887812   1.60363481
10.19887812   1.60363481
10.19887812   1.60363481
10.20400000   1.60278842
10.20408163   1.60277457
10.20408163   1.60277457
10.20408163   1.60277457
10.20408163   1.60277457
10.20408163   1.60277457
10.20408163   1.60277457
10.20408163   1.60277457
10.20408163   1.60277457
10.20929045   1.60196594
10.20929045   1.60196594
10.20929045   1.60196594
10.20929045   1.60196594
10.21450460   1.60118580
10.21450460   1.60118580
10.21450460   1.60118580
10.21450460   1.60118580
10.21450460   1.60118580
10.21450460   1.60118580
10.21450460   1.60118580
10.21450460   1.60118580
10.21972407   1.60043115
10.21972407   1.60043115
10.21972407   1.60043115
10.21972407   1.60043115
10.22494888   1.59969915
10.22494888   1.59969915
10.22494888   1.59969915
10.22494888   1.59969915
10.22494888   1.59969915
10.22494888   1.59969915
10.22494888   1.59969915
10.22494888   1.59969915
10.23017903   1.59898783
10.23017903   1.59898783
10.23017903   1.59898783
10.23017903   1.59898783
10.23489933   1.59835401
10.23541453   1.59829282
10.23541453   1.59829282
10.23541453   1.59829282
10.23541453   1.59829282
10.23541453   1.59829282
10.23541453   1.59829282
10.23541453   1.59829282
10.23541453   1.59829282
10.24065540   1.59761138
10.24065540   1.59761138
10.24065540   1.59761138
10.24065540   1.59761138
10.24590164   1.59694048
10.24590164   1.59694048
10.24590164   1.59694048
10.24590164   1.59694048
10.24590164   1.59694048
10.24590164   1.59694048
10.24590164   1.59694048
10.24590164   1.59694048
10.25115325   1.59627783
10.25115325   1.59627783
10.25115325   1.59627783
10.25115325   1.59627783
10.25641026   1.59561880
10.25641026   1.59561880
10.25641026   1.59561880
10.25641026   1.59561880
10.25641026   1.59561880
10.25641026   1.59561880
10.25641026   1.59561880
10.25641026   1.59561880
10.26167265   1.59496064
10.26167265   1.59496064
10.26167265   1.59496064
10.26167265   1.59496064
10.26694045   1.59430079
10.26694045   1.59430079
10.26694045   1.59430079
10.26694045   1.59430079
10.26694045   1.59430079
10.26694045   1.59430079
10.26694045   1.59430079
10.26694045   1.59430079
10.27221366   1.59363869
10.27221366   1.59363869
10.27221366   1.59363869
10.27221366   1.59363869
10.27749229   1.59297366
10.27749229   1.59297366
10.27749229   1.59297366
10.27749229   1.59297366
10.27749229   1.59297366
10.27749229   1.59297366
10.27749229   1.59297366
10.27749229   1.59297366
10.28277635   1.59230705
10.28277635   1.59230705
10.28277635   1.59230705
10.28277635   1.59230705
10.28806584   1.59164030
10.28806584   1.59164030
10.28806584   1.59164030
10.28806584   1.59164030
10.28806584   1.59164030
10.28806584   1.59164030
10.28806584   1.59164030
10.28806584   1.59164030
10.29336078   1.59097699
10.29336078   1.59097699
10.29336078   1.59097699
10.29336078   1.59097699
10.29866117   1.59031968
10.29866117   1.59031968
10.29866117   1.59031968
10.29866117   1.59031968
10.29866117   1.59031968
10.29866117   1.59031968
10.29866117   1.59031968
10.29866117   1.59031968
10.30396703   1.58967285
10.30396703   1.58967285
10.30396703   1.58967285
10.30396703   1.58967285
10.30900000   1.58909233
10.30927835   1.58906194
10.30927835   1.58906194
10.30927835   1.58906194
10.30927835   1.58906194
10.30927835   1.58906194
10.30927835   1.58906194
10.30927835   1.58906194
10.30927835   1.58906194
10.31459515   1.58845459
10.31459515   1.58845459
10.31459515   1.58845459
10.31459515   1.58845459
10.31991744   1.58786501
10.31991744   1.58786501
10.31991744   1.58786501
10.31991744   1.58786501
10.31991744   1.58786501
10.31991744   1.58786501
10.31991744   1.58786501
10.31991744   1.58786501
10.32524522   1.58729273
10.32524522   1.58729273
10.32524522   1.58729273
10.32524522   1.58729273
10.33057851   1.58669941
10.33057851   1.58669941
10.33057851   1.58669941
10.33057851   1.58669941
10.33057851   1.58669941
10.33057851   1.58669941
10.33057851   1.58669941
10.33057851   1.58669941
10.33557047   1.58619499
10.33591731   1.58615502
10.33591731   1.58615502
10.33591731   1.58615502
10.33591731   1.58615502
10.34126163   1.58562109
10.34126163   1.58562109
10.34126163   1.58562109
10.34126163   1.58562109
10.34126163   1.58562109
10.34126163   1.58562109
10.34126163   1.58562109
10.34126163   1.58562109
10.34661148   1.58509433
10.34661148   1.58509433
10.34661148   1.58509433
10.34661148   1.58509433
10.35196687   1.58457119
10.35196687   1.58457119
10.35196687   1.58457119
10.35196687   1.58457119
10.35196687   1.58457119
10.35196687   1.58457119
10.35196687   1.58457119
10.35196687   1.58457119
10.35732781   1.58404989
10.35732781   1.58404989
10.35732781   1.58404989
10.35732781   1.58404989
10.36269430   1.58352805
10.36269430   1.58352805
10.36269430   1.58352805
10.36269430   1.58352805
10.36269430   1.58352805
10.36269430   1.58352805
10.36269430   1.58352805
10.36269430   1.58352805
10.36806636   1.58300478
10.36806636   1.58300478
10.36806636   1.58300478
10.36806636   1.58300478
10.37344398   1.58247831
10.37344398   1.58247831
10.37344398   1.58247831
10.37344398   1.58247831
10.37344398   1.58247831
10.37344398   1.58247831
10.37344398   1.58247831
10.37344398   1.58247831
10.37882719   1.58194712
10.37882719   1.58194712
10.37882719   1.58194712
10.37882719   1.58194712
10.38400000   1.58142932
10.38421599   1.58140719
10.38421599   1.58140719
10.38421599   1.58140719
10.38421599   1.58140719
10.38421599   1.58140719
10.38421599   1.58140719
10.38421599   1.58140719
10.38421599   1.58140719
10.38961039   1.58085665
10.38961039   1.58085665
10.38961039   1.58085665
10.38961039   1.58085665
10.39501040   1.58029326
10.39501040   1.58029326
10.39501040   1.58029326
10.39501040   1.58029326
10.39501040   1.58029326
10.39501040   1.58029326
10.39501040   1.58029326
10.39501040   1.58029326
10.40041602   1.57971659
10.40041602   1.57971659
10.40041602   1.57971659
10.40041602   1.57971659
10.40582726   1.57912545
10.40582726   1.57912545
10.40582726   1.57912545
10.40582726   1.57912545
10.40582726   1.57912545
10.40582726   1.57912545
10.40582726   1.57912545
10.40582726   1.57912545
10.41124414   1.57852001
10.41124414   1.57852001
10.41124414   1.57852001
10.41124414   1.57852001
10.41666667   1.57789931
10.41666667   1.57789931
10.41666667   1.57789931
10.41666667   1.57789931
10.41666667   1.57789931
10.41666667   1.57789931
10.41666667   1.57789931
10.41666667   1.57789931
10.41700000   1.57786338
10.42209484   1.57726468
10.42209484   1.57726468
10.42209484   1.57726468
10.42209484   1.57726468
10.42752868   1.57661741
10.42752868   1.57661741
10.42752868   1.57661741
10.42752868   1.57661741
10.42752868   1.57661741
10.42752868   1.57661741
10.42752868   1.57661741
10.42752868   1.57661741
10.43296818   1.57593875
10.43296818   1.57593875
10.43296818   1.57593875
10.43296818   1.57593875
10.43624161   1.57554211
10.43841336   1.57529174
10.43841336   1.57529174
10.43841336   1.57529174
10.43841336   1.57529174
10.43841336   1.57529174
10.43841336   1.57529174
10.43841336   1.57529174
10.43841336   1.57529174
10.44386423   1.57462021
10.44386423   1.57462021
10.44386423   1.57462021
10.44386423   1.57462021
10.44932079   1.57393592
10.44932079   1.57393592
10.44932079   1.57393592
10.44932079   1.57393592
10.44932079   1.57393592
10.44932079   1.57393592
10.44932079   1.57393592
10.44932079   1.57393592
10.45478306   1.57324094
10.45478306   1.57324094
10.45478306   1.57324094
10.45478306   1.57324094
10.46025105   1.57253426
10.46025105   1.57253426
10.46025105   1.57253426
10.46025105   1.57253426
10.46025105   1.57253426
10.46025105   1.57253426
10.46025105   1.57253426
10.46025105   1.57253426
10.46572475   1.57181682
10.46572475   1.57181682
10.46572475   1.57181682
10.46572475   1.57181682
10.47120419   1.57108861
10.47120419   1.57108861
10.47120419   1.57108861
10.47120419   1.57108861
10.47120419   1.57108861
10.47120419   1.57108861
10.47120419   1.57108861
10.47120419   1.57108861
10.47668937   1.57035120
10.47668937   1.57035120
10.47668937   1.57035120
10.47668937   1.57035120
10.48218029   1.56960494
10.48218029   1.56960494
10.48218029   1.56960494
10.48218029   1.56960494
10.48218029   1.56960494
10.48218029   1.56960494
10.48218029   1.56960494
10.48218029   1.56960494
10.48767698   1.56885152
10.48767698   1.56885152
10.48767698   1.56885152
10.48767698   1.56885152
10.49317943   1.56809073
10.49317943   1.56809073
10.49317943   1.56809073
10.49317943   1.56809073
10.49317943   1.56809073
10.49317943   1.56809073
10.49317943   1.56809073
10.49317943   1.56809073
10.49868766   1.56732177
10.49868766   1.56732177
10.49868766   1.56732177
10.49868766   1.56732177
10.50000000   1.56715380
10.50000000   1.56715380
10.50420168   1.56654271
10.50420168   1.56654271
10.50420168   1.56654271
10.50420168   1.56654271
10.50420168   1.56654271
10.50420168   1.56654271
10.50420168   1.56654271
10.50420168   1.56654271
10.50972149   1.56575333
10.50972149   1.56575333
10.50972149   1.56575333
10.50972149   1.56575333
10.51524711   1.56495235
10.51524711   1.56495235
10.51524711   1.56495235
10.51524711   1.56495235
10.51524711   1.56495235
10.51524711   1.56495235
10.51524711   1.56495235
10.51524711   1.56495235
10.52077854   1.56414016
10.52077854   1.56414016
10.52077854   1.56414016
10.52077854   1.56414016
10.52600000   1.56335959
10.52631579   1.56331587
10.52631579   1.56331587
10.52631579   1.56331587
10.52631579   1.56331587
10.52631579   1.56331587
10.52631579   1.56331587
10.52631579   1.56331587
10.52631579   1.56331587
10.53185887   1.56248058
10.53185887   1.56248058
10.53185887   1.56248058
10.53185887   1.56248058
10.53740780   1.56163461
10.53740780   1.56163461
10.53740780   1.56163461
10.53740780   1.56163461
10.53740780   1.56163461
10.53740780   1.56163461
10.53740780   1.56163461
10.53740780   1.56163461
10.54296257   1.56078003
10.54296257   1.56078003
10.54296257   1.56078003
10.54296257   1.56078003
10.54809843   1.55998205
10.54852321   1.55991792
10.54852321   1.55991792
10.54852321   1.55991792
10.54852321   1.55991792
10.54852321   1.55991792
10.54852321   1.55991792
10.54852321   1.55991792
10.54852321   1.55991792
10.55408971   1.55905085
10.55408971   1.55905085
10.55408971   1.55905085
10.55408971   1.55905085
10.55966209   1.55817889
10.55966209   1.55817889
10.55966209   1.55817889
10.55966209   1.55817889
10.55966209   1.55817889
10.55966209   1.55817889
10.55966209   1.55817889
10.55966209   1.55817889
10.56524036   1.55730293
10.56524036   1.55730293
10.56524036   1.55730293
10.56524036   1.55730293
10.57082452   1.55642210
10.57082452   1.55642210
10.57082452   1.55642210
10.57082452   1.55642210
10.57082452   1.55642210
10.57082452   1.55642210
10.57082452   1.55642210
10.57082452   1.55642210
10.57641460   1.55553737
10.57641460   1.55553737
10.57641460   1.55553737
10.57641460   1.55553737
10.58201058   1.55464855
10.58201058   1.55464855
10.58201058   1.55464855
10.58201058   1.55464855
10.58201058   1.55464855
10.58201058   1.55464855
10.58201058   1.55464855
10.58201058   1.55464855
10.58761249   1.55375676
10.58761249   1.55375676
10.58761249   1.55375676
10.58761249   1.55375676
10.59322034   1.55286001
10.59322034   1.55286001
10.59322034   1.55286001
10.59322034   1.55286001
10.59322034   1.55286001
10.59322034   1.55286001
10.59322034   1.55286001
10.59322034   1.55286001
10.59883413   1.55195805
10.59883413   1.55195805
10.59883413   1.55195805
10.59883413   1.55195805
10.60445387   1.55105020
10.60445387   1.55105020
10.60445387   1.55105020
10.60445387   1.55105020
10.60445387   1.55105020
10.60445387   1.55105020
10.60445387   1.55105020
10.60445387   1.55105020
10.61007958   1.55013789
10.61007958   1.55013789
10.61007958   1.55013789
10.61007958   1.55013789
10.61571125   1.54922163
10.61571125   1.54922163
10.61571125   1.54922163
10.61571125   1.54922163
10.61571125   1.54922163
10.61571125   1.54922163
10.61571125   1.54922163
10.61571125   1.54922163
10.62134891   1.54830374
10.62134891   1.54830374
10.62134891   1.54830374
10.62134891   1.54830374
10.62699256   1.54738529
10.62699256   1.54738529
10.62699256   1.54738529
10.62699256   1.54738529
10.62699256   1.54738529
10.62699256   1.54738529
10.62699256   1.54738529
10.62699256   1.54738529
10.63264221   1.54646899
10.63264221   1.54646899
10.63264221   1.54646899
10.63264221   1.54646899
10.63800000   1.54560701
10.63829787   1.54555624
10.63829787   1.54555624
10.63829787   1.54555624
10.63829787   1.54555624
10.63829787   1.54555624
10.63829787   1.54555624
10.63829787   1.54555624
10.63829787   1.54555624
10.64395955   1.54464985
10.64395955   1.54464985
10.64395955   1.54464985
10.64395955   1.54464985
10.64962726   1.54375097
10.64962726   1.54375097
10.64962726   1.54375097
10.64962726   1.54375097
10.64962726   1.54375097
10.64962726   1.54375097
10.64962726   1.54375097
10.64962726   1.54375097
10.65530101   1.54286235
10.65530101   1.54286235
10.65530101   1.54286235
10.65530101   1.54286235
10.66098081   1.54198562
10.66098081   1.54198562
