lambda            n
2.74273176   1.53751142
2.74273176   1.53751142
2.74273176   1.53751142
2.74273176   1.53751142
2.74310794   1.54548279
2.74310794   1.54548279
2.74310794   1.54548279
2.74348422   1.53749462
2.74348422   1.53749462
2.74348422   1.53749462
2.74348422   1.53749462
2.74386061   1.54546657
2.74386061   1.54546657
2.74386061   1.54546657
2.74423710   1.53747780
2.74423710   1.53747780
2.74423710   1.53747780
2.74423710   1.53747780
2.74461370   1.54545033
2.74461370   1.54545033
2.74461370   1.54545033
2.74499039   1.53746096
2.74499039   1.53746096
2.74499039   1.53746096
2.74499039   1.53746096
2.74536719   1.54543408
2.74536719   1.54543408
2.74536719   1.54543408
2.74574410   1.53744411
2.74574410   1.53744411
2.74574410   1.53744411
2.74574410   1.53744411
2.74612110   1.54541781
2.74612110   1.54541781
2.74612110   1.54541781
2.74649821   1.53742723
2.74649821   1.53742723
2.74649821   1.53742723
2.74649821   1.53742723
2.74687543   1.54540152
2.74687543   1.54540152
2.74687543   1.54540152
2.74725275   1.53741035
2.74725275   1.53741035
2.74725275   1.53741035
2.74725275   1.53741035
2.74763017   1.54538522
2.74763017   1.54538522
2.74763017   1.54538522
2.74800769   1.53739344
2.74800769   1.53739344
2.74800769   1.53739344
2.74800769   1.53739344
2.74838532   1.54536890
2.74838532   1.54536890
2.74838532   1.54536890
2.74876306   1.53737652
2.74876306   1.53737652
2.74876306   1.53737652
2.74876306   1.53737652
2.74914089   1.54535257
2.74914089   1.54535257
2.74914089   1.54535257
2.74951883   1.53735958
2.74951883   1.53735958
2.74951883   1.53735958
2.74951883   1.53735958
2.74989688   1.54533622
2.74989688   1.54533622
2.74989688   1.54533622
2.75027503   1.53734263
2.75027503   1.53734263
2.75027503   1.53734263
2.75027503   1.53734263
2.75065328   1.54531985
2.75065328   1.54531985
2.75065328   1.54531985
2.75103164   1.53732565
2.75103164   1.53732565
2.75103164   1.53732565
2.75103164   1.53732565
2.75141010   1.54530346
2.75141010   1.54530346
2.75141010   1.54530346
2.75178866   1.53730866
2.75178866   1.53730866
2.75178866   1.53730866
2.75178866   1.53730866
2.75216733   1.54528706
2.75216733   1.54528706
2.75216733   1.54528706
2.75254611   1.53729166
2.75254611   1.53729166
2.75254611   1.53729166
2.75254611   1.53729166
2.75292498   1.54527065
2.75292498   1.54527065
2.75292498   1.54527065
2.75330396   1.53727463
2.75330396   1.53727463
2.75330396   1.53727463
2.75330396   1.53727463
2.75368305   1.54525421
2.75368305   1.54525421
2.75368305   1.54525421
2.75406224   1.53725759
2.75406224   1.53725759
2.75406224   1.53725759
2.75406224   1.53725759
2.75444154   1.54523776
2.75444154   1.54523776
2.75444154   1.54523776
2.75482094   1.53724054
2.75482094   1.53724054
2.75482094   1.53724054
2.75482094   1.53724054
2.75520044   1.54522130
2.75520044   1.54522130
2.75520044   1.54522130
2.75558005   1.53722346
2.75558005   1.53722346
2.75558005   1.53722346
2.75558005   1.53722346
2.75595976   1.54520482
2.75595976   1.54520482
2.75595976   1.54520482
2.75633958   1.53720637
2.75633958   1.53720637
2.75633958   1.53720637
2.75633958   1.53720637
2.75671950   1.54518832
2.75671950   1.54518832
2.75671950   1.54518832
2.75709953   1.53718926
2.75709953   1.53718926
2.75709953   1.53718926
2.75709953   1.53718926
2.75747966   1.54517180
2.75747966   1.54517180
2.75747966   1.54517180
2.75753409   1.54602164
2.75785990   1.53717213
2.75785990   1.53717213
2.75785990   1.53717213
2.75785990   1.53717213
2.75824024   1.54515527
2.75824024   1.54515527
2.75824024   1.54515527
2.75862069   1.53715499
2.75862069   1.53715499
2.75862069   1.53715499
2.75862069   1.53715499
2.75900124   1.54513872
2.75900124   1.54513872
2.75900124   1.54513872
2.75938190   1.53713783
2.75938190   1.53713783
2.75938190   1.53713783
2.75938190   1.53713783
2.75976266   1.54512215
2.75976266   1.54512215
2.75976266   1.54512215
2.76014353   1.53712065
2.76014353   1.53712065
2.76014353   1.53712065
2.76014353   1.53712065
2.76052450   1.54510557
2.76052450   1.54510557
2.76052450   1.54510557
2.76090558   1.53710346
2.76090558   1.53710346
2.76090558   1.53710346
2.76090558   1.53710346
2.76128676   1.54508897
2.76128676   1.54508897
2.76128676   1.54508897
2.76166805   1.53708625
2.76166805   1.53708625
2.76166805   1.53708625
2.76166805   1.53708625
2.76204944   1.54507236
2.76204944   1.54507236
2.76204944   1.54507236
2.76243094   1.53706902
2.76243094   1.53706902
2.76243094   1.53706902
2.76243094   1.53706902
2.76281254   1.54505573
2.76281254   1.54505573
2.76281254   1.54505573
2.76319425   1.53705177
2.76319425   1.53705177
2.76319425   1.53705177
2.76319425   1.53705177
2.76357607   1.54503908
2.76357607   1.54503908
2.76357607   1.54503908
2.76395799   1.53703450
2.76395799   1.53703450
2.76395799   1.53703450
2.76395799   1.53703450
2.76434001   1.54502241
2.76434001   1.54502241
2.76434001   1.54502241
2.76472215   1.53701722
2.76472215   1.53701722
2.76472215   1.53701722
2.76472215   1.53701722
2.76510438   1.54500573
2.76510438   1.54500573
2.76510438   1.54500573
2.76548673   1.53699992
2.76548673   1.53699992
2.76548673   1.53699992
2.76548673   1.53699992
2.76586917   1.54498903
2.76586917   1.54498903
2.76586917   1.54498903
2.76625173   1.53698261
2.76625173   1.53698261
2.76625173   1.53698261
2.76625173   1.53698261
2.76663439   1.54497232
2.76663439   1.54497232
2.76663439   1.54497232
2.76701716   1.53696527
2.76701716   1.53696527
2.76701716   1.53696527
2.76701716   1.53696527
2.76740003   1.54495558
2.76740003   1.54495558
2.76740003   1.54495558
2.76778301   1.53694792
2.76778301   1.53694792
2.76778301   1.53694792
2.76778301   1.53694792
2.76816609   1.54493884
2.76816609   1.54493884
2.76816609   1.54493884
2.76854928   1.53693055
2.76854928   1.53693055
2.76854928   1.53693055
2.76854928   1.53693055
2.76893258   1.54492207
2.76893258   1.54492207
2.76893258   1.54492207
2.76931598   1.53691316
2.76931598   1.53691316
2.76931598   1.53691316
2.76931598   1.53691316
2.76969949   1.54490529
2.76969949   1.54490529
2.76969949   1.54490529
2.77008310   1.53689576
2.77008310   1.53689576
2.77008310   1.53689576
2.77008310   1.53689576
2.77046682   1.54488849
2.77046682   1.54488849
2.77046682   1.54488849
2.77085065   1.53687834
2.77085065   1.53687834
2.77085065   1.53687834
2.77085065   1.53687834
2.77123459   1.54487167
2.77123459   1.54487167
2.77123459   1.54487167
2.77161863   1.53686090
2.77161863   1.53686090
2.77161863   1.53686090
2.77161863   1.53686090
2.77200277   1.54485484
2.77200277   1.54485484
2.77200277   1.54485484
2.77238703   1.53684344
2.77238703   1.53684344
2.77238703   1.53684344
2.77238703   1.53684344
2.77277138   1.54483798
2.77277138   1.54483798
2.77277138   1.54483798
2.77315585   1.53682597
2.77315585   1.53682597
2.77315585   1.53682597
2.77315585   1.53682597
2.77354042   1.54482112
2.77354042   1.54482112
2.77354042   1.54482112
2.77392510   1.53680847
2.77392510   1.53680847
2.77392510   1.53680847
2.77392510   1.53680847
2.77430989   1.54480423
2.77430989   1.54480423
2.77430989   1.54480423
2.77469478   1.53679096
2.77469478   1.53679096
2.77469478   1.53679096
2.77469478   1.53679096
2.77507978   1.54478733
2.77507978   1.54478733
2.77507978   1.54478733
2.77546489   1.53677343
2.77546489   1.53677343
2.77546489   1.53677343
2.77546489   1.53677343
2.77585010   1.54477041
2.77585010   1.54477041
2.77585010   1.54477041
2.77623542   1.53675589
2.77623542   1.53675589
2.77623542   1.53675589
2.77623542   1.53675589
2.77662085   1.54475347
2.77662085   1.54475347
2.77662085   1.54475347
2.77700639   1.53673833
2.77700639   1.53673833
2.77700639   1.53673833
2.77700639   1.53673833
2.77739203   1.54473652
2.77739203   1.54473652
2.77739203   1.54473652
2.77777778   1.53672074
2.77777778   1.53672074
2.77777778   1.53672074
2.77777778   1.53672074
2.77816363   1.54471955
2.77816363   1.54471955
2.77816363   1.54471955
2.77854960   1.53670314
2.77854960   1.53670314
2.77854960   1.53670314
2.77854960   1.53670314
2.77893567   1.54470256
2.77893567   1.54470256
2.77893567   1.54470256
2.77932185   1.53668553
2.77932185   1.53668553
2.77932185   1.53668553
2.77932185   1.53668553
2.77970813   1.54468556
2.77970813   1.54468556
2.77970813   1.54468556
2.78009452   1.53666789
2.78009452   1.53666789
2.78009452   1.53666789
2.78009452   1.53666789
2.78048102   1.54466854
2.78048102   1.54466854
2.78048102   1.54466854
2.78086763   1.53665024
2.78086763   1.53665024
2.78086763   1.53665024
2.78086763   1.53665024
2.78125435   1.54465150
2.78125435   1.54465150
2.78125435   1.54465150
2.78164117   1.53663257
2.78164117   1.53663257
2.78164117   1.53663257
2.78164117   1.53663257
2.78202810   1.54463444
2.78202810   1.54463444
2.78202810   1.54463444
2.78241514   1.53661488
2.78241514   1.53661488
2.78241514   1.53661488
2.78241514   1.53661488
2.78280228   1.54461737
2.78280228   1.54461737
2.78280228   1.54461737
2.78318954   1.53659717
2.78318954   1.53659717
2.78318954   1.53659717
2.78318954   1.53659717
2.78357690   1.54460028
2.78357690   1.54460028
2.78357690   1.54460028
2.78396437   1.53657945
2.78396437   1.53657945
2.78396437   1.53657945
2.78396437   1.53657945
2.78435194   1.54458317
2.78435194   1.54458317
2.78435194   1.54458317
2.78473963   1.53656170
2.78473963   1.53656170
2.78473963   1.53656170
2.78473963   1.53656170
2.78512742   1.54456604
2.78512742   1.54456604
2.78512742   1.54456604
2.78551532   1.53654394
2.78551532   1.53654394
2.78551532   1.53654394
2.78551532   1.53654394
2.78590333   1.54454890
2.78590333   1.54454890
2.78590333   1.54454890
2.78629145   1.53652616
2.78629145   1.53652616
2.78629145   1.53652616
2.78629145   1.53652616
2.78667967   1.54453174
2.78667967   1.54453174
2.78667967   1.54453174
2.78706800   1.53650837
2.78706800   1.53650837
2.78706800   1.53650837
2.78706800   1.53650837
2.78745645   1.54451456
2.78745645   1.54451456
2.78745645   1.54451456
2.78784500   1.53649055
2.78784500   1.53649055
2.78784500   1.53649055
2.78784500   1.53649055
2.78823365   1.54449736
2.78823365   1.54449736
2.78823365   1.54449736
2.78862242   1.53647272
2.78862242   1.53647272
2.78862242   1.53647272
2.78862242   1.53647272
2.78901130   1.54448015
2.78901130   1.54448015
2.78901130   1.54448015
2.78940028   1.53645487
2.78940028   1.53645487
2.78940028   1.53645487
2.78940028   1.53645487
2.78978937   1.54446292
2.78978937   1.54446292
2.78978937   1.54446292
2.79017857   1.53643700
2.79017857   1.53643700
2.79017857   1.53643700
2.79017857   1.53643700
2.79056788   1.54444567
2.79056788   1.54444567
2.79056788   1.54444567
2.79095730   1.53641911
2.79095730   1.53641911
2.79095730   1.53641911
2.79095730   1.53641911
2.79134682   1.54442840
2.79134682   1.54442840
2.79134682   1.54442840
2.79173646   1.53640120
2.79173646   1.53640120
2.79173646   1.53640120
2.79173646   1.53640120
2.79212620   1.54441112
2.79212620   1.54441112
2.79212620   1.54441112
2.79251606   1.53638328
2.79251606   1.53638328
2.79251606   1.53638328
2.79251606   1.53638328
2.79290602   1.54439382
2.79290602   1.54439382
2.79290602   1.54439382
2.79329609   1.53636533
2.79329609   1.53636533
2.79329609   1.53636533
2.79329609   1.53636533
2.79368627   1.54437650
2.79368627   1.54437650
2.79368627   1.54437650
2.79407656   1.53634737
2.79407656   1.53634737
2.79407656   1.53634737
2.79407656   1.53634737
2.79446696   1.54435917
2.79446696   1.54435917
2.79446696   1.54435917
2.79485746   1.53632939
2.79485746   1.53632939
2.79485746   1.53632939
2.79485746   1.53632939
2.79524808   1.54434181
2.79524808   1.54434181
2.79524808   1.54434181
2.79563880   1.53631139
2.79563880   1.53631139
2.79563880   1.53631139
2.79563880   1.53631139
2.79602964   1.54432444
2.79602964   1.54432444
2.79602964   1.54432444
2.79642058   1.53629338
2.79642058   1.53629338
2.79642058   1.53629338
2.79642058   1.53629338
2.79681163   1.54430705
2.79681163   1.54430705
2.79681163   1.54430705
2.79720280   1.53627534
2.79720280   1.53627534
2.79720280   1.53627534
2.79720280   1.53627534
2.79759407   1.54428964
2.79759407   1.54428964
2.79759407   1.54428964
2.79798545   1.53625729
2.79798545   1.53625729
2.79798545   1.53625729
2.79798545   1.53625729
2.79837694   1.54427222
2.79837694   1.54427222
2.79837694   1.54427222
2.79876854   1.53623922
2.79876854   1.53623922
2.79876854   1.53623922
2.79876854   1.53623922
2.79916025   1.54425477
2.79916025   1.54425477
2.79916025   1.54425477
2.79955207   1.53622112
2.79955207   1.53622112
2.79955207   1.53622112
2.79955207   1.53622112
2.79994400   1.54423731
2.79994400   1.54423731
2.79994400   1.54423731
2.80033604   1.53620301
2.80033604   1.53620301
2.80033604   1.53620301
2.80033604   1.53620301
2.80072819   1.54421983
2.80072819   1.54421983
2.80072819   1.54421983
2.80112045   1.53618489
2.80112045   1.53618489
2.80112045   1.53618489
2.80112045   1.53618489
2.80151282   1.54420234
2.80151282   1.54420234
2.80151282   1.54420234
2.80190530   1.53616674
2.80190530   1.53616674
2.80190530   1.53616674
2.80190530   1.53616674
2.80229788   1.54418482
2.80229788   1.54418482
2.80229788   1.54418482
2.80269058   1.53614857
2.80269058   1.53614857
2.80269058   1.53614857
2.80269058   1.53614857
2.80308339   1.54416729
2.80308339   1.54416729
2.80308339   1.54416729
2.80347631   1.53613039
2.80347631   1.53613039
2.80347631   1.53613039
2.80347631   1.53613039
2.80386934   1.54414974
2.80386934   1.54414974
2.80386934   1.54414974
2.80426248   1.53611219
2.80426248   1.53611219
2.80426248   1.53611219
2.80426248   1.53611219
2.80465573   1.54413217
2.80465573   1.54413217
2.80465573   1.54413217
2.80504909   1.53609397
2.80504909   1.53609397
2.80504909   1.53609397
2.80504909   1.53609397
2.80544256   1.54411459
2.80544256   1.54411459
2.80544256   1.54411459
2.80583614   1.53607573
2.80583614   1.53607573
2.80583614   1.53607573
2.80583614   1.53607573
2.80622983   1.54409698
2.80622983   1.54409698
2.80622983   1.54409698
2.80662363   1.53605747
2.80662363   1.53605747
2.80662363   1.53605747
2.80662363   1.53605747
2.80701754   1.54407936
2.80701754   1.54407936
2.80701754   1.54407936
2.80741157   1.53603919
2.80741157   1.53603919
2.80741157   1.53603919
2.80741157   1.53603919
2.80780570   1.54406172
2.80780570   1.54406172
2.80780570   1.54406172
2.80819994   1.53602089
2.80819994   1.53602089
2.80819994   1.53602089
2.80819994   1.53602089
2.80859430   1.54404406
2.80859430   1.54404406
2.80859430   1.54404406
2.80898876   1.53600258
2.80898876   1.53600258
2.80898876   1.53600258
2.80898876   1.53600258
2.80938334   1.54402638
2.80938334   1.54402638
2.80938334   1.54402638
2.80977803   1.53598424
2.80977803   1.53598424
2.80977803   1.53598424
2.80977803   1.53598424
2.81017283   1.54400869
2.81017283   1.54400869
2.81017283   1.54400869
2.81056773   1.53596589
2.81056773   1.53596589
2.81056773   1.53596589
2.81056773   1.53596589
2.81096275   1.54399097
2.81096275   1.54399097
2.81096275   1.54399097
2.81135789   1.53594752
2.81135789   1.53594752
2.81135789   1.53594752
2.81135789   1.53594752
2.81175313   1.54397324
2.81175313   1.54397324
2.81175313   1.54397324
2.81214848   1.53592913
2.81214848   1.53592913
2.81214848   1.53592913
2.81214848   1.53592913
2.81254395   1.54395549
2.81254395   1.54395549
2.81254395   1.54395549
2.81293952   1.53591072
2.81293952   1.53591072
2.81293952   1.53591072
2.81293952   1.53591072
2.81333521   1.54393772
2.81333521   1.54393772
2.81333521   1.54393772
2.81373101   1.53589229
2.81373101   1.53589229
2.81373101   1.53589229
2.81373101   1.53589229
2.81412692   1.54391994
2.81412692   1.54391994
2.81412692   1.54391994
2.81452294   1.53587384
2.81452294   1.53587384
2.81452294   1.53587384
2.81452294   1.53587384
2.81491907   1.54390213
2.81491907   1.54390213
2.81491907   1.54390213
2.81531532   1.53585537
2.81531532   1.53585537
2.81531532   1.53585537
2.81531532   1.53585537
2.81571167   1.54388431
2.81571167   1.54388431
2.81571167   1.54388431
2.81610814   1.53583689
2.81610814   1.53583689
2.81610814   1.53583689
2.81610814   1.53583689
2.81650472   1.54386647
2.81650472   1.54386647
2.81650472   1.54386647
2.81690141   1.53581838
2.81690141   1.53581838
2.81690141   1.53581838
2.81690141   1.53581838
2.81729821   1.54384861
2.81729821   1.54384861
2.81729821   1.54384861
2.81769513   1.53579985
2.81769513   1.53579985
2.81769513   1.53579985
2.81769513   1.53579985
2.81809215   1.54383073
2.81809215   1.54383073
2.81809215   1.54383073
2.81848929   1.53578131
2.81848929   1.53578131
2.81848929   1.53578131
2.81848929   1.53578131
2.81888654   1.54381283
2.81888654   1.54381283
2.81888654   1.54381283
2.81928390   1.53576275
2.81928390   1.53576275
2.81928390   1.53576275
2.81928390   1.53576275
2.81968138   1.54379491
2.81968138   1.54379491
2.81968138   1.54379491
2.82007896   1.53574416
2.82007896   1.53574416
2.82007896   1.53574416
2.82007896   1.53574416
2.82047666   1.54377698
2.82047666   1.54377698
2.82047666   1.54377698
2.82087447   1.53572556
2.82087447   1.53572556
2.82087447   1.53572556
2.82087447   1.53572556
2.82127239   1.54375903
2.82127239   1.54375903
2.82127239   1.54375903
2.82167043   1.53570694
2.82167043   1.53570694
2.82167043   1.53570694
2.82167043   1.53570694
2.82206858   1.54374106
2.82206858   1.54374106
2.82206858   1.54374106
2.82246684   1.53568830
2.82246684   1.53568830
2.82246684   1.53568830
2.82246684   1.53568830
2.82286521   1.54372307
2.82286521   1.54372307
2.82286521   1.54372307
2.82326369   1.53566964
2.82326369   1.53566964
2.82326369   1.53566964
2.82326369   1.53566964
2.82366229   1.54370506
2.82366229   1.54370506
2.82366229   1.54370506
2.82406100   1.53565096
2.82406100   1.53565096
2.82406100   1.53565096
2.82406100   1.53565096
2.82445982   1.54368703
2.82445982   1.54368703
2.82445982   1.54368703
2.82485876   1.53563226
2.82485876   1.53563226
2.82485876   1.53563226
2.82485876   1.53563226
2.82525780   1.54366898
2.82525780   1.54366898
2.82525780   1.54366898
2.82565697   1.53561355
2.82565697   1.53561355
2.82565697   1.53561355
2.82565697   1.53561355
2.82605624   1.54365092
2.82605624   1.54365092
2.82605624   1.54365092
2.82645562   1.53559481
2.82645562   1.53559481
2.82645562   1.53559481
2.82645562   1.53559481
2.82685512   1.54363284
2.82685512   1.54363284
2.82685512   1.54363284
2.82725474   1.53557605
2.82725474   1.53557605
2.82725474   1.53557605
2.82725474   1.53557605
2.82765446   1.54361473
2.82765446   1.54361473
2.82765446   1.54361473
2.82805430   1.53555727
2.82805430   1.53555727
2.82805430   1.53555727
2.82805430   1.53555727
2.82845425   1.54359661
2.82845425   1.54359661
2.82845425   1.54359661
2.82885431   1.53553848
2.82885431   1.53553848
2.82885431   1.53553848
2.82885431   1.53553848
2.82925449   1.54357847
2.82925449   1.54357847
2.82925449   1.54357847
2.82965478   1.53551966
2.82965478   1.53551966
2.82965478   1.53551966
2.82965478   1.53551966
2.83005519   1.54356031
2.83005519   1.54356031
2.83005519   1.54356031
2.83045570   1.53550083
2.83045570   1.53550083
2.83045570   1.53550083
2.83045570   1.53550083
2.83085633   1.54354214
2.83085633   1.54354214
2.83085633   1.54354214
2.83125708   1.53548197
2.83125708   1.53548197
2.83125708   1.53548197
2.83125708   1.53548197
2.83165794   1.54352394
2.83165794   1.54352394
2.83165794   1.54352394
2.83205891   1.53546310
2.83205891   1.53546310
2.83205891   1.53546310
2.83205891   1.53546310
2.83245999   1.54350573
2.83245999   1.54350573
2.83245999   1.54350573
2.83286119   1.53544420
2.83286119   1.53544420
2.83286119   1.53544420
2.83286119   1.53544420
2.83326250   1.54348749
2.83326250   1.54348749
2.83326250   1.54348749
2.83366393   1.53542529
2.83366393   1.53542529
2.83366393   1.53542529
2.83366393   1.53542529
2.83406547   1.54346924
2.83406547   1.54346924
2.83406547   1.54346924
2.83446712   1.53540636
2.83446712   1.53540636
2.83446712   1.53540636
2.83446712   1.53540636
2.83486889   1.54345097
2.83486889   1.54345097
2.83486889   1.54345097
2.83527077   1.53538740
2.83527077   1.53538740
2.83527077   1.53538740
2.83527077   1.53538740
2.83567276   1.54343267
2.83567276   1.54343267
2.83567276   1.54343267
2.83607487   1.53536843
2.83607487   1.53536843
2.83607487   1.53536843
2.83607487   1.53536843
2.83647710   1.54341436
2.83647710   1.54341436
2.83647710   1.54341436
2.83687943   1.53534944
2.83687943   1.53534944
2.83687943   1.53534944
2.83687943   1.53534944
2.83728188   1.54339603
2.83728188   1.54339603
2.83728188   1.54339603
2.83768445   1.53533042
2.83768445   1.53533042
2.83768445   1.53533042
2.83768445   1.53533042
2.83808713   1.54337769
2.83808713   1.54337769
2.83808713   1.54337769
2.83848992   1.53531139
2.83848992   1.53531139
2.83848992   1.53531139
2.83848992   1.53531139
2.83889283   1.54335932
2.83889283   1.54335932
2.83889283   1.54335932
2.83929585   1.53529234
2.83929585   1.53529234
2.83929585   1.53529234
2.83929585   1.53529234
2.83969899   1.54334093
2.83969899   1.54334093
2.83969899   1.54334093
2.84010224   1.53527326
2.84010224   1.53527326
2.84010224   1.53527326
2.84010224   1.53527326
2.84050561   1.54332252
2.84050561   1.54332252
2.84050561   1.54332252
2.84090909   1.53525417
2.84090909   1.53525417
2.84090909   1.53525417
2.84090909   1.53525417
2.84131269   1.54330410
2.84131269   1.54330410
2.84131269   1.54330410
2.84171640   1.53523506
2.84171640   1.53523506
2.84171640   1.53523506
2.84171640   1.53523506
2.84212022   1.54328565
2.84212022   1.54328565
2.84212022   1.54328565
2.84252416   1.53521592
2.84252416   1.53521592
2.84252416   1.53521592
2.84252416   1.53521592
2.84292822   1.54326719
2.84292822   1.54326719
2.84292822   1.54326719
2.84333239   1.53519677
2.84333239   1.53519677
2.84333239   1.53519677
2.84333239   1.53519677
2.84373667   1.54324871
2.84373667   1.54324871
2.84373667   1.54324871
2.84414107   1.53517760
2.84414107   1.53517760
2.84414107   1.53517760
2.84414107   1.53517760
2.84454558   1.54323020
2.84454558   1.54323020
2.84454558   1.54323020
2.84495021   1.53515840
2.84495021   1.53515840
2.84495021   1.53515840
2.84495021   1.53515840
2.84535496   1.54321168
2.84535496   1.54321168
2.84535496   1.54321168
2.84575982   1.53513919
2.84575982   1.53513919
2.84575982   1.53513919
2.84575982   1.53513919
2.84616479   1.54319314
2.84616479   1.54319314
2.84616479   1.54319314
2.84656988   1.53511996
2.84656988   1.53511996
2.84656988   1.53511996
2.84656988   1.53511996
2.84697509   1.54317458
2.84697509   1.54317458
2.84697509   1.54317458
2.84738041   1.53510070
2.84738041   1.53510070
2.84738041   1.53510070
2.84738041   1.53510070
2.84778585   1.54315600
2.84778585   1.54315600
2.84778585   1.54315600
2.84819140   1.53508143
2.84819140   1.53508143
2.84819140   1.53508143
2.84819140   1.53508143
2.84859707   1.54313740
2.84859707   1.54313740
2.84859707   1.54313740
2.84900285   1.53506213
2.84900285   1.53506213
2.84900285   1.53506213
2.84900285   1.53506213
2.84940875   1.54311878
2.84940875   1.54311878
2.84940875   1.54311878
2.84981476   1.53504282
2.84981476   1.53504282
2.84981476   1.53504282
2.84981476   1.53504282
2.85022089   1.54310014
2.85022089   1.54310014
2.85022089   1.54310014
2.85062714   1.53502348
2.85062714   1.53502348
2.85062714   1.53502348
2.85062714   1.53502348
2.85103350   1.54308148
2.85103350   1.54308148
2.85103350   1.54308148
2.85143998   1.53500413
2.85143998   1.53500413
2.85143998   1.53500413
2.85143998   1.53500413
2.85184657   1.54306280
2.85184657   1.54306280
2.85184657   1.54306280
2.85225328   1.53498475
2.85225328   1.53498475
2.85225328   1.53498475
2.85225328   1.53498475
2.85266011   1.54304410
2.85266011   1.54304410
2.85266011   1.54304410
2.85306705   1.53496535
2.85306705   1.53496535
2.85306705   1.53496535
2.85306705   1.53496535
2.85347410   1.54302539
2.85347410   1.54302539
2.85347410   1.54302539
2.85388128   1.53494594
2.85388128   1.53494594
2.85388128   1.53494594
2.85388128   1.53494594
2.85428857   1.54300665
2.85428857   1.54300665
2.85428857   1.54300665
2.85469597   1.53492650
2.85469597   1.53492650
2.85469597   1.53492650
2.85469597   1.53492650
2.85510350   1.54298789
2.85510350   1.54298789
2.85510350   1.54298789
2.85551114   1.53490704
2.85551114   1.53490704
2.85551114   1.53490704
2.85551114   1.53490704
2.85591889   1.54296912
2.85591889   1.54296912
2.85591889   1.54296912
2.85632676   1.53488756
2.85632676   1.53488756
2.85632676   1.53488756
2.85632676   1.53488756
2.85673475   1.54295032
2.85673475   1.54295032
2.85673475   1.54295032
2.85700000   1.53750000
2.85700000   1.53750000
2.85714286   1.53486806
2.85714286   1.53486806
2.85714286   1.53486806
2.85714286   1.53486806
2.85755108   1.54293150
2.85755108   1.54293150
2.85755108   1.54293150
2.85795942   1.53484854
2.85795942   1.53484854
2.85795942   1.53484854
2.85795942   1.53484854
2.85836787   1.54291267
2.85836787   1.54291267
2.85836787   1.54291267
2.85877644   1.53482900
2.85877644   1.53482900
2.85877644   1.53482900
2.85877644   1.53482900
2.85918513   1.54289381
2.85918513   1.54289381
2.85918513   1.54289381
2.85959394   1.53480944
2.85959394   1.53480944
2.85959394   1.53480944
2.85959394   1.53480944
2.86000286   1.54287493
2.86000286   1.54287493
2.86000286   1.54287493
2.86041190   1.53478986
2.86041190   1.53478986
2.86041190   1.53478986
2.86041190   1.53478986
2.86082106   1.54285604
2.86082106   1.54285604
2.86082106   1.54285604
2.86123033   1.53477026
2.86123033   1.53477026
2.86123033   1.53477026
2.86123033   1.53477026
2.86163972   1.54283712
2.86163972   1.54283712
2.86163972   1.54283712
2.86204923   1.53475064
2.86204923   1.53475064
2.86204923   1.53475064
2.86204923   1.53475064
2.86245885   1.54281819
2.86245885   1.54281819
2.86245885   1.54281819
2.86286859   1.53473099
2.86286859   1.53473099
2.86286859   1.53473099
2.86286859   1.53473099
2.86327845   1.54279923
2.86327845   1.54279923
2.86327845   1.54279923
2.86368843   1.53471133
2.86368843   1.53471133
2.86368843   1.53471133
2.86368843   1.53471133
2.86409852   1.54278025
2.86409852   1.54278025
2.86409852   1.54278025
2.86450874   1.53469164
2.86450874   1.53469164
2.86450874   1.53469164
2.86450874   1.53469164
2.86491907   1.54276126
2.86491907   1.54276126
2.86491907   1.54276126
2.86532951   1.53467193
2.86532951   1.53467193
2.86532951   1.53467193
2.86532951   1.53467193
2.86574008   1.54274224
2.86574008   1.54274224
2.86574008   1.54274224
2.86615076   1.53465221
2.86615076   1.53465221
2.86615076   1.53465221
2.86615076   1.53465221
2.86656156   1.54272320
2.86656156   1.54272320
2.86656156   1.54272320
2.86697248   1.53463246
2.86697248   1.53463246
2.86697248   1.53463246
2.86697248   1.53463246
2.86738351   1.54270415
2.86738351   1.54270415
2.86738351   1.54270415
2.86779467   1.53461269
2.86779467   1.53461269
2.86779467   1.53461269
2.86779467   1.53461269
2.86820594   1.54268507
2.86820594   1.54268507
2.86820594   1.54268507
2.86861733   1.53459290
2.86861733   1.53459290
2.86861733   1.53459290
2.86861733   1.53459290
2.86902883   1.54266597
2.86902883   1.54266597
2.86902883   1.54266597
2.86944046   1.53457308
2.86944046   1.53457308
2.86944046   1.53457308
2.86944046   1.53457308
2.86985220   1.54264686
2.86985220   1.54264686
2.86985220   1.54264686
2.87026406   1.53455325
2.87026406   1.53455325
2.87026406   1.53455325
2.87026406   1.53455325
2.87067604   1.54262772
2.87067604   1.54262772
2.87067604   1.54262772
2.87108814   1.53453340
2.87108814   1.53453340
2.87108814   1.53453340
2.87108814   1.53453340
2.87150036   1.54260856
2.87150036   1.54260856
2.87150036   1.54260856
2.87191269   1.53451352
2.87191269   1.53451352
2.87191269   1.53451352
2.87191269   1.53451352
2.87232515   1.54258938
2.87232515   1.54258938
2.87232515   1.54258938
2.87273772   1.53449363
2.87273772   1.53449363
2.87273772   1.53449363
2.87273772   1.53449363
2.87315041   1.54257018
2.87315041   1.54257018
2.87315041   1.54257018
2.87356322   1.53447371
