lambda            n
4.18060201   1.48575911
4.18060201   1.48575911
4.18147606   1.49568186
4.18147606   1.49568186
4.18147606   1.49568186
4.18235048   1.48566114
4.18235048   1.48566114
4.18235048   1.48566114
4.18235048   1.48566114
4.18322527   1.49558783
4.18322527   1.49558783
4.18322527   1.49558783
4.18410042   1.48556296
4.18410042   1.48556296
4.18410042   1.48556296
4.18410042   1.48556296
4.18497594   1.49549360
4.18497594   1.49549360
4.18497594   1.49549360
4.18585182   1.48546458
4.18585182   1.48546458
4.18585182   1.48546458
4.18585182   1.48546458
4.18672807   1.49539917
4.18672807   1.49539917
4.18672807   1.49539917
4.18760469   1.48536598
4.18760469   1.48536598
4.18760469   1.48536598
4.18760469   1.48536598
4.18848168   1.49530454
4.18848168   1.49530454
4.18848168   1.49530454
4.18935903   1.48526717
4.18935903   1.48526717
4.18935903   1.48526717
4.18935903   1.48526717
4.19023675   1.49520971
4.19023675   1.49520971
4.19023675   1.49520971
4.19111484   1.48516815
4.19111484   1.48516815
4.19111484   1.48516815
4.19111484   1.48516815
4.19199329   1.49511468
4.19199329   1.49511468
4.19199329   1.49511468
4.19287212   1.48506892
4.19287212   1.48506892
4.19287212   1.48506892
4.19287212   1.48506892
4.19375131   1.49501944
4.19375131   1.49501944
4.19375131   1.49501944
4.19463087   1.48496948
4.19463087   1.48496948
4.19463087   1.48496948
4.19463087   1.48496948
4.19551080   1.49492400
4.19551080   1.49492400
4.19551080   1.49492400
4.19639110   1.48486982
4.19639110   1.48486982
4.19639110   1.48486982
4.19639110   1.48486982
4.19727177   1.49482836
4.19727177   1.49482836
4.19727177   1.49482836
4.19815281   1.48476995
4.19815281   1.48476995
4.19815281   1.48476995
4.19815281   1.48476995
4.19903422   1.49473251
4.19903422   1.49473251
4.19903422   1.49473251
4.19991600   1.48466986
4.19991600   1.48466986
4.19991600   1.48466986
4.19991600   1.48466986
4.20000000   1.50750000
4.20000000   1.50750000
4.20079815   1.49463645
4.20079815   1.49463645
4.20079815   1.49463645
4.20168067   1.48456956
4.20168067   1.48456956
4.20168067   1.48456956
4.20168067   1.48456956
4.20256356   1.49454019
4.20256356   1.49454019
4.20256356   1.49454019
4.20344683   1.48446904
4.20344683   1.48446904
4.20344683   1.48446904
4.20344683   1.48446904
4.20433046   1.49444372
4.20433046   1.49444372
4.20433046   1.49444372
4.20521447   1.48436831
4.20521447   1.48436831
4.20521447   1.48436831
4.20521447   1.48436831
4.20609884   1.49434705
4.20609884   1.49434705
4.20609884   1.49434705
4.20698359   1.48426736
4.20698359   1.48426736
4.20698359   1.48426736
4.20698359   1.48426736
4.20786871   1.49425017
4.20786871   1.49425017
4.20786871   1.49425017
4.20875421   1.48416619
4.20875421   1.48416619
4.20875421   1.48416619
4.20875421   1.48416619
4.20964008   1.49415307
4.20964008   1.49415307
4.20964008   1.49415307
4.21052632   1.48406480
4.21052632   1.48406480
4.21052632   1.48406480
4.21052632   1.48406480
4.21141293   1.49405577
4.21141293   1.49405577
4.21141293   1.49405577
4.21229992   1.48396319
4.21229992   1.48396319
4.21229992   1.48396319
4.21229992   1.48396319
4.21318728   1.49395826
4.21318728   1.49395826
4.21318728   1.49395826
4.21407501   1.48386136
4.21407501   1.48386136
4.21407501   1.48386136
4.21407501   1.48386136
4.21496312   1.49386054
4.21496312   1.49386054
4.21496312   1.49386054
4.21585160   1.48375931
4.21585160   1.48375931
4.21585160   1.48375931
4.21585160   1.48375931
4.21674046   1.49376261
4.21674046   1.49376261
4.21674046   1.49376261
4.21762969   1.48365704
4.21762969   1.48365704
4.21762969   1.48365704
4.21762969   1.48365704
4.21851930   1.49366446
4.21851930   1.49366446
4.21851930   1.49366446
4.21940928   1.48355454
4.21940928   1.48355454
4.21940928   1.48355454
4.21940928   1.48355454
4.22029964   1.49356611
4.22029964   1.49356611
4.22029964   1.49356611
4.22119038   1.48345182
4.22119038   1.48345182
4.22119038   1.48345182
4.22119038   1.48345182
4.22208149   1.49346754
4.22208149   1.49346754
4.22208149   1.49346754
4.22297297   1.48334888
4.22297297   1.48334888
4.22297297   1.48334888
4.22297297   1.48334888
4.22386484   1.49336875
4.22386484   1.49336875
4.22386484   1.49336875
4.22475708   1.48324572
4.22475708   1.48324572
4.22475708   1.48324572
4.22475708   1.48324572
4.22564969   1.49326975
4.22564969   1.49326975
4.22564969   1.49326975
4.22654269   1.48314233
4.22654269   1.48314233
4.22654269   1.48314233
4.22654269   1.48314233
4.22743606   1.49317054
4.22743606   1.49317054
4.22743606   1.49317054
4.22832981   1.48303871
4.22832981   1.48303871
4.22832981   1.48303871
4.22832981   1.48303871
4.22922394   1.49307111
4.22922394   1.49307111
4.22922394   1.49307111
4.23011844   1.48293486
4.23011844   1.48293486
4.23011844   1.48293486
4.23011844   1.48293486
4.23101333   1.49297146
4.23101333   1.49297146
4.23101333   1.49297146
4.23190859   1.48283079
4.23190859   1.48283079
4.23190859   1.48283079
4.23190859   1.48283079
4.23280423   1.49287159
4.23280423   1.49287159
4.23280423   1.49287159
4.23370025   1.48272649
4.23370025   1.48272649
4.23370025   1.48272649
4.23370025   1.48272649
4.23459665   1.49277151
4.23459665   1.49277151
4.23459665   1.49277151
4.23549343   1.48262196
4.23549343   1.48262196
4.23549343   1.48262196
4.23549343   1.48262196
4.23639060   1.49267121
4.23639060   1.49267121
4.23639060   1.49267121
4.23728814   1.48251721
4.23728814   1.48251721
4.23728814   1.48251721
4.23728814   1.48251721
4.23818606   1.49257069
4.23818606   1.49257069
4.23818606   1.49257069
4.23908436   1.48241222
4.23908436   1.48241222
4.23908436   1.48241222
4.23908436   1.48241222
4.23998304   1.49246994
4.23998304   1.49246994
4.23998304   1.49246994
4.24088210   1.48230700
4.24088210   1.48230700
4.24088210   1.48230700
4.24088210   1.48230700
4.24178155   1.49236898
4.24178155   1.49236898
4.24178155   1.49236898
4.24268137   1.48220154
4.24268137   1.48220154
4.24268137   1.48220154
4.24268137   1.48220154
4.24358158   1.49226779
4.24358158   1.49226779
4.24358158   1.49226779
4.24448217   1.48209586
4.24448217   1.48209586
4.24448217   1.48209586
4.24448217   1.48209586
4.24538315   1.49216639
4.24538315   1.49216639
4.24538315   1.49216639
4.24628450   1.48198994
4.24628450   1.48198994
4.24628450   1.48198994
4.24628450   1.48198994
4.24718624   1.49206476
4.24718624   1.49206476
4.24718624   1.49206476
4.24808836   1.48188379
4.24808836   1.48188379
4.24808836   1.48188379
4.24808836   1.48188379
4.24899086   1.49196290
4.24899086   1.49196290
4.24899086   1.49196290
4.24989375   1.48177740
4.24989375   1.48177740
4.24989375   1.48177740
4.24989375   1.48177740
4.25079702   1.49186082
4.25079702   1.49186082
4.25079702   1.49186082
4.25170068   1.48167078
4.25170068   1.48167078
4.25170068   1.48167078
4.25170068   1.48167078
4.25260472   1.49175852
4.25260472   1.49175852
4.25260472   1.49175852
4.25350915   1.48156392
4.25350915   1.48156392
4.25350915   1.48156392
4.25350915   1.48156392
4.25441395   1.49165599
4.25441395   1.49165599
4.25441395   1.49165599
4.25531915   1.48145682
4.25531915   1.48145682
4.25531915   1.48145682
4.25531915   1.48145682
4.25622473   1.49155323
4.25622473   1.49155323
4.25622473   1.49155323
4.25713069   1.48134949
4.25713069   1.48134949
4.25713069   1.48134949
4.25713069   1.48134949
4.25803704   1.49145024
4.25803704   1.49145024
4.25803704   1.49145024
4.25894378   1.48124191
4.25894378   1.48124191
4.25894378   1.48124191
4.25894378   1.48124191
4.25985091   1.49134703
4.25985091   1.49134703
4.25985091   1.49134703
4.26075841   1.48113410
4.26075841   1.48113410
4.26075841   1.48113410
4.26075841   1.48113410
4.26166631   1.49124359
4.26166631   1.49124359
4.26166631   1.49124359
4.26257460   1.48102604
4.26257460   1.48102604
4.26257460   1.48102604
4.26257460   1.48102604
4.26348327   1.49113991
4.26348327   1.49113991
4.26348327   1.49113991
4.26439232   1.48091775
4.26439232   1.48091775
4.26439232   1.48091775
4.26439232   1.48091775
4.26530177   1.49103601
4.26530177   1.49103601
4.26530177   1.49103601
4.26621160   1.48080921
4.26621160   1.48080921
4.26621160   1.48080921
4.26621160   1.48080921
4.26712183   1.49093188
4.26712183   1.49093188
4.26712183   1.49093188
4.26803244   1.48070043
4.26803244   1.48070043
4.26803244   1.48070043
4.26803244   1.48070043
4.26894344   1.49082751
4.26894344   1.49082751
4.26894344   1.49082751
4.26985482   1.48059141
4.26985482   1.48059141
4.26985482   1.48059141
4.26985482   1.48059141
4.27076660   1.49072291
4.27076660   1.49072291
4.27076660   1.49072291
4.27167877   1.48048214
4.27167877   1.48048214
4.27167877   1.48048214
4.27167877   1.48048214
4.27259133   1.49061808
4.27259133   1.49061808
4.27259133   1.49061808
4.27350427   1.48037263
4.27350427   1.48037263
4.27350427   1.48037263
4.27350427   1.48037263
4.27441761   1.49051301
4.27441761   1.49051301
4.27441761   1.49051301
4.27533134   1.48026287
4.27533134   1.48026287
4.27533134   1.48026287
4.27533134   1.48026287
4.27624546   1.49040771
4.27624546   1.49040771
4.27624546   1.49040771
4.27715997   1.48015286
4.27715997   1.48015286
4.27715997   1.48015286
4.27715997   1.48015286
4.27807487   1.49030217
4.27807487   1.49030217
4.27807487   1.49030217
4.27899016   1.48004261
4.27899016   1.48004261
4.27899016   1.48004261
4.27899016   1.48004261
4.27990584   1.49019639
4.27990584   1.49019639
4.27990584   1.49019639
4.28082192   1.47993210
4.28082192   1.47993210
4.28082192   1.47993210
4.28082192   1.47993210
4.28173839   1.49009038
4.28173839   1.49009038
4.28173839   1.49009038
4.28265525   1.47982135
4.28265525   1.47982135
4.28265525   1.47982135
4.28265525   1.47982135
4.28357250   1.48998413
4.28357250   1.48998413
4.28357250   1.48998413
4.28449015   1.47971035
4.28449015   1.47971035
4.28449015   1.47971035
4.28449015   1.47971035
4.28540819   1.48987764
4.28540819   1.48987764
4.28540819   1.48987764
4.28632662   1.47959910
4.28632662   1.47959910
4.28632662   1.47959910
4.28632662   1.47959910
4.28724544   1.48977091
4.28724544   1.48977091
4.28724544   1.48977091
4.28816467   1.47948759
4.28816467   1.47948759
4.28816467   1.47948759
4.28816467   1.47948759
4.28908428   1.48966393
4.28908428   1.48966393
4.28908428   1.48966393
4.29000429   1.47937583
4.29000429   1.47937583
4.29000429   1.47937583
4.29000429   1.47937583
4.29092469   1.48955672
4.29092469   1.48955672
4.29092469   1.48955672
4.29184549   1.47926382
4.29184549   1.47926382
4.29184549   1.47926382
4.29184549   1.47926382
4.29276669   1.48944927
4.29276669   1.48944927
4.29276669   1.48944927
4.29368828   1.47915156
4.29368828   1.47915156
4.29368828   1.47915156
4.29368828   1.47915156
4.29461026   1.48934157
4.29461026   1.48934157
4.29461026   1.48934157
4.29553265   1.47903904
4.29553265   1.47903904
4.29553265   1.47903904
4.29553265   1.47903904
4.29645542   1.48923363
4.29645542   1.48923363
4.29645542   1.48923363
4.29737860   1.47892626
4.29737860   1.47892626
4.29737860   1.47892626
4.29737860   1.47892626
4.29830217   1.48912544
4.29830217   1.48912544
4.29830217   1.48912544
4.29922614   1.47881323
4.29922614   1.47881323
4.29922614   1.47881323
4.29922614   1.47881323
4.30015051   1.48901701
4.30015051   1.48901701
4.30015051   1.48901701
4.30107527   1.47869994
4.30107527   1.47869994
4.30107527   1.47869994
4.30107527   1.47869994
4.30200043   1.48890833
4.30200043   1.48890833
4.30200043   1.48890833
4.30292599   1.47858639
4.30292599   1.47858639
4.30292599   1.47858639
4.30292599   1.47858639
4.30385195   1.48879940
4.30385195   1.48879940
4.30385195   1.48879940
4.30477830   1.47847258
4.30477830   1.47847258
4.30477830   1.47847258
4.30477830   1.47847258
4.30570506   1.48869023
4.30570506   1.48869023
4.30570506   1.48869023
4.30663221   1.47835851
4.30663221   1.47835851
4.30663221   1.47835851
4.30663221   1.47835851
4.30755977   1.48858080
4.30755977   1.48858080
4.30755977   1.48858080
4.30848772   1.47824418
4.30848772   1.47824418
4.30848772   1.47824418
4.30848772   1.47824418
4.30941607   1.48847113
4.30941607   1.48847113
4.30941607   1.48847113
4.31034483   1.47812958
4.31034483   1.47812958
4.31034483   1.47812958
4.31034483   1.47812958
4.31127398   1.48836121
4.31127398   1.48836121
4.31127398   1.48836121
4.31220354   1.47801473
4.31220354   1.47801473
4.31220354   1.47801473
4.31220354   1.47801473
4.31313349   1.48825103
4.31313349   1.48825103
4.31313349   1.48825103
4.31406385   1.47789961
4.31406385   1.47789961
4.31406385   1.47789961
4.31406385   1.47789961
4.31499461   1.48814061
4.31499461   1.48814061
4.31499461   1.48814061
4.31592577   1.47778422
4.31592577   1.47778422
4.31592577   1.47778422
4.31592577   1.47778422
4.31685733   1.48802993
4.31685733   1.48802993
4.31685733   1.48802993
4.31778929   1.47766857
4.31778929   1.47766857
4.31778929   1.47766857
4.31778929   1.47766857
4.31872166   1.48791899
4.31872166   1.48791899
4.31872166   1.48791899
4.31965443   1.47755265
4.31965443   1.47755265
4.31965443   1.47755265
4.31965443   1.47755265
4.32058760   1.48780780
4.32058760   1.48780780
4.32058760   1.48780780
4.32152118   1.47743647
4.32152118   1.47743647
4.32152118   1.47743647
4.32152118   1.47743647
4.32245515   1.48769636
4.32245515   1.48769636
4.32245515   1.48769636
4.32338954   1.47732001
4.32338954   1.47732001
4.32338954   1.47732001
4.32338954   1.47732001
4.32432432   1.48758466
4.32432432   1.48758466
4.32432432   1.48758466
4.32525952   1.47720329
4.32525952   1.47720329
4.32525952   1.47720329
4.32525952   1.47720329
4.32619511   1.48747270
4.32619511   1.48747270
4.32619511   1.48747270
4.32713111   1.47708630
4.32713111   1.47708630
4.32713111   1.47708630
4.32713111   1.47708630
4.32806752   1.48736048
4.32806752   1.48736048
4.32806752   1.48736048
4.32900433   1.47696903
4.32900433   1.47696903
4.32900433   1.47696903
4.32900433   1.47696903
4.32994155   1.48724800
4.32994155   1.48724800
4.32994155   1.48724800
4.33087917   1.47685149
4.33087917   1.47685149
4.33087917   1.47685149
4.33087917   1.47685149
4.33181720   1.48713527
4.33181720   1.48713527
4.33181720   1.48713527
4.33275563   1.47673368
4.33275563   1.47673368
4.33275563   1.47673368
4.33275563   1.47673368
4.33369447   1.48702227
4.33369447   1.48702227
4.33369447   1.48702227
4.33463372   1.47661560
4.33463372   1.47661560
4.33463372   1.47661560
4.33463372   1.47661560
4.33557338   1.48690901
4.33557338   1.48690901
4.33557338   1.48690901
4.33651344   1.47649724
4.33651344   1.47649724
4.33651344   1.47649724
4.33651344   1.47649724
4.33745391   1.48679549
4.33745391   1.48679549
4.33745391   1.48679549
4.33839479   1.47637861
4.33839479   1.47637861
4.33839479   1.47637861
4.33839479   1.47637861
4.33933608   1.48668170
4.33933608   1.48668170
4.33933608   1.48668170
4.34027778   1.47625969
4.34027778   1.47625969
4.34027778   1.47625969
4.34027778   1.47625969
4.34121988   1.48656765
4.34121988   1.48656765
4.34121988   1.48656765
4.34216240   1.47614050
4.34216240   1.47614050
4.34216240   1.47614050
4.34216240   1.47614050
4.34310532   1.48645333
4.34310532   1.48645333
4.34310532   1.48645333
4.34404865   1.47602103
4.34404865   1.47602103
4.34404865   1.47602103
4.34404865   1.47602103
4.34499240   1.48633875
4.34499240   1.48633875
4.34499240   1.48633875
4.34593655   1.47590129
4.34593655   1.47590129
4.34593655   1.47590129
4.34593655   1.47590129
4.34688111   1.48622390
4.34688111   1.48622390
4.34688111   1.48622390
4.34782609   1.47578126
4.34782609   1.47578126
4.34782609   1.47578126
4.34782609   1.47578126
4.34877147   1.48610878
4.34877147   1.48610878
4.34877147   1.48610878
4.34971727   1.47566095
4.34971727   1.47566095
4.34971727   1.47566095
4.34971727   1.47566095
4.35066348   1.48599339
4.35066348   1.48599339
4.35066348   1.48599339
4.35161010   1.47554035
4.35161010   1.47554035
4.35161010   1.47554035
4.35161010   1.47554035
4.35255713   1.48587774
4.35255713   1.48587774
4.35255713   1.48587774
4.35350457   1.47541947
4.35350457   1.47541947
4.35350457   1.47541947
4.35350457   1.47541947
4.35445243   1.48576181
4.35445243   1.48576181
4.35445243   1.48576181
4.35540070   1.47529831
4.35540070   1.47529831
4.35540070   1.47529831
4.35540070   1.47529831
4.35634938   1.48564561
4.35634938   1.48564561
4.35634938   1.48564561
4.35729847   1.47517686
4.35729847   1.47517686
4.35729847   1.47517686
4.35729847   1.47517686
4.35824798   1.48552913
4.35824798   1.48552913
4.35824798   1.48552913
4.35919791   1.47505513
4.35919791   1.47505513
4.35919791   1.47505513
4.35919791   1.47505513
4.36014825   1.48541238
4.36014825   1.48541238
4.36014825   1.48541238
4.36109900   1.47493311
4.36109900   1.47493311
4.36109900   1.47493311
4.36109900   1.47493311
4.36205016   1.48529536
4.36205016   1.48529536
4.36205016   1.48529536
4.36300175   1.47481080
4.36300175   1.47481080
4.36300175   1.47481080
4.36300175   1.47481080
4.36395374   1.48517806
4.36395374   1.48517806
4.36395374   1.48517806
4.36490615   1.47468820
4.36490615   1.47468820
4.36490615   1.47468820
4.36490615   1.47468820
4.36585898   1.48506049
4.36585898   1.48506049
4.36585898   1.48506049
4.36681223   1.47456531
4.36681223   1.47456531
4.36681223   1.47456531
4.36681223   1.47456531
4.36776589   1.48494263
4.36776589   1.48494263
4.36776589   1.48494263
4.36871997   1.47444212
4.36871997   1.47444212
4.36871997   1.47444212
4.36871997   1.47444212
4.36967446   1.48482450
4.36967446   1.48482450
4.36967446   1.48482450
4.37062937   1.47431865
4.37062937   1.47431865
4.37062937   1.47431865
4.37062937   1.47431865
4.37158470   1.48470609
4.37158470   1.48470609
4.37158470   1.48470609
4.37254045   1.47419488
4.37254045   1.47419488
4.37254045   1.47419488
4.37254045   1.47419488
4.37349661   1.48458740
4.37349661   1.48458740
4.37349661   1.48458740
4.37445319   1.47407081
4.37445319   1.47407081
4.37445319   1.47407081
4.37445319   1.47407081
4.37447406   1.33590922
4.37541019   1.48446842
4.37541019   1.48446842
4.37541019   1.48446842
4.37636761   1.47394645
4.37636761   1.47394645
4.37636761   1.47394645
4.37636761   1.47394645
4.37732545   1.48434916
4.37732545   1.48434916
4.37732545   1.48434916
4.37828371   1.47382180
4.37828371   1.47382180
4.37828371   1.47382180
4.37828371   1.47382180
4.37924239   1.48422962
4.37924239   1.48422962
4.37924239   1.48422962
4.38020149   1.47369684
4.38020149   1.47369684
4.38020149   1.47369684
4.38020149   1.47369684
4.38116101   1.48410980
4.38116101   1.48410980
4.38116101   1.48410980
4.38212095   1.47357159
4.38212095   1.47357159
4.38212095   1.47357159
4.38212095   1.47357159
4.38308131   1.48398969
4.38308131   1.48398969
4.38308131   1.48398969
4.38404209   1.47344603
4.38404209   1.47344603
4.38404209   1.47344603
4.38404209   1.47344603
4.38500329   1.48386929
4.38500329   1.48386929
4.38500329   1.48386929
4.38596491   1.47332018
4.38596491   1.47332018
4.38596491   1.47332018
4.38596491   1.47332018
4.38692696   1.48374860
4.38692696   1.48374860
4.38692696   1.48374860
4.38788943   1.47319402
4.38788943   1.47319402
4.38788943   1.47319402
4.38788943   1.47319402
4.38885232   1.48362763
4.38885232   1.48362763
4.38885232   1.48362763
4.38981563   1.47306756
4.38981563   1.47306756
4.38981563   1.47306756
4.38981563   1.47306756
4.39077936   1.48350636
4.39077936   1.48350636
4.39077936   1.48350636
4.39174352   1.47294080
4.39174352   1.47294080
4.39174352   1.47294080
4.39174352   1.47294080
4.39270810   1.48338481
4.39270810   1.48338481
4.39270810   1.48338481
4.39367311   1.47281373
4.39367311   1.47281373
4.39367311   1.47281373
4.39367311   1.47281373
4.39463854   1.48326296
4.39463854   1.48326296
4.39463854   1.48326296
4.39560440   1.47268635
4.39560440   1.47268635
4.39560440   1.47268635
4.39560440   1.47268635
4.39657067   1.48314082
4.39657067   1.48314082
4.39657067   1.48314082
4.39753738   1.47255867
4.39753738   1.47255867
4.39753738   1.47255867
4.39753738   1.47255867
4.39850451   1.48301839
4.39850451   1.48301839
4.39850451   1.48301839
4.39947206   1.47243067
4.39947206   1.47243067
4.39947206   1.47243067
4.39947206   1.47243067
4.40044004   1.48289566
4.40044004   1.48289566
4.40044004   1.48289566
4.40140845   1.47230237
4.40140845   1.47230237
4.40140845   1.47230237
4.40140845   1.47230237
4.40237728   1.48277264
4.40237728   1.48277264
4.40237728   1.48277264
4.40334654   1.47217375
4.40334654   1.47217375
4.40334654   1.47217375
4.40334654   1.47217375
4.40431623   1.48264931
4.40431623   1.48264931
4.40431623   1.48264931
4.40528634   1.47204483
4.40528634   1.47204483
4.40528634   1.47204483
4.40528634   1.47204483
4.40625688   1.48252569
4.40625688   1.48252569
4.40625688   1.48252569
4.40722785   1.47191559
4.40722785   1.47191559
4.40722785   1.47191559
4.40722785   1.47191559
4.40819925   1.48240177
4.40819925   1.48240177
4.40819925   1.48240177
4.40917108   1.47178604
4.40917108   1.47178604
4.40917108   1.47178604
4.40917108   1.47178604
4.41014333   1.48227755
4.41014333   1.48227755
4.41014333   1.48227755
4.41111601   1.47165617
4.41111601   1.47165617
4.41111601   1.47165617
4.41111601   1.47165617
4.41208912   1.48215303
4.41208912   1.48215303
4.41208912   1.48215303
4.41306267   1.47152598
4.41306267   1.47152598
4.41306267   1.47152598
4.41306267   1.47152598
4.41403664   1.48202821
4.41403664   1.48202821
4.41403664   1.48202821
4.41501104   1.47139548
4.41501104   1.47139548
4.41501104   1.47139548
4.41501104   1.47139548
4.41598587   1.48190308
4.41598587   1.48190308
4.41598587   1.48190308
4.41696113   1.47126466
4.41696113   1.47126466
4.41696113   1.47126466
4.41696113   1.47126466
4.41793682   1.48177765
4.41793682   1.48177765
4.41793682   1.48177765
4.41891295   1.47113351
4.41891295   1.47113351
4.41891295   1.47113351
4.41891295   1.47113351
4.41988950   1.48165191
4.41988950   1.48165191
4.41988950   1.48165191
4.42086649   1.47100205
4.42086649   1.47100205
4.42086649   1.47100205
4.42086649   1.47100205
4.42184391   1.48152587
4.42184391   1.48152587
4.42184391   1.48152587
4.42282176   1.47087026
4.42282176   1.47087026
4.42282176   1.47087026
4.42282176   1.47087026
4.42380004   1.48139952
4.42380004   1.48139952
4.42380004   1.48139952
4.42477876   1.47073815
4.42477876   1.47073815
4.42477876   1.47073815
4.42477876   1.47073815
4.42575791   1.48127286
4.42575791   1.48127286
4.42575791   1.48127286
4.42673749   1.47060572
4.42673749   1.47060572
4.42673749   1.47060572
4.42673749   1.47060572
4.42771751   1.48114588
4.42771751   1.48114588
4.42771751   1.48114588
4.42869796   1.47047296
4.42869796   1.47047296
4.42869796   1.47047296
4.42869796   1.47047296
4.42967885   1.48101860
4.42967885   1.48101860
4.42967885   1.48101860
4.43066017   1.47033987
4.43066017   1.47033987
4.43066017   1.47033987
4.43066017   1.47033987
4.43164192   1.48089100
4.43164192   1.48089100
4.43164192   1.48089100
4.43262411   1.47020646
4.43262411   1.47020646
4.43262411   1.47020646
4.43262411   1.47020646
4.43360674   1.48076310
4.43360674   1.48076310
4.43360674   1.48076310
4.43458980   1.47007271
4.43458980   1.47007271
4.43458980   1.47007271
4.43458980   1.47007271
4.43557330   1.48063487
4.43557330   1.48063487
4.43557330   1.48063487
4.43655723   1.46993864
4.43655723   1.46993864
4.43655723   1.46993864
4.43655723   1.46993864
4.43754160   1.48050633
4.43754160   1.48050633
4.43754160   1.48050633
4.43852641   1.46980423
4.43852641   1.46980423
4.43852641   1.46980423
4.43852641   1.46980423
4.43951165   1.48037747
4.43951165   1.48037747
4.43951165   1.48037747
4.44049734   1.46966949
4.44049734   1.46966949
4.44049734   1.46966949
4.44049734   1.46966949
4.44148346   1.48024830
4.44148346   1.48024830
4.44148346   1.48024830
4.44247001   1.46953441
4.44247001   1.46953441
4.44247001   1.46953441
4.44247001   1.46953441
4.44345701   1.48011880
4.44345701   1.48011880
4.44345701   1.48011880
4.44400000   1.48850000
4.44400000   1.48850000
4.44444444   1.46939900
4.44444444   1.46939900
4.44444444   1.46939900
4.44444444   1.46939900
4.44543232   1.47998899
4.44543232   1.47998899
4.44543232   1.47998899
4.44642063   1.46926325
4.44642063   1.46926325
4.44642063   1.46926325
4.44642063   1.46926325
4.44685025   1.47877299
4.44740938   1.47985885
4.44740938   1.47985885
4.44740938   1.47985885
4.44839858   1.46912717
4.44839858   1.46912717
4.44839858   1.46912717
4.44839858   1.46912717
4.44938821   1.47972839
4.44938821   1.47972839
4.44938821   1.47972839
4.45037828   1.46899074
4.45037828   1.46899074
4.45037828   1.46899074
4.45037828   1.46899074
4.45136880   1.47959761
4.45136880   1.47959761
4.45136880   1.47959761
4.45235975   1.46885398
4.45235975   1.46885398
4.45235975   1.46885398
4.45235975   1.46885398
4.45335115   1.47946650
4.45335115   1.47946650
4.45335115   1.47946650
4.45434298   1.46871687
4.45434298   1.46871687
4.45434298   1.46871687
4.45434298   1.46871687
4.45533526   1.47933506
4.45533526   1.47933506
4.45533526   1.47933506
4.45632799   1.46857942
4.45632799   1.46857942
4.45632799   1.46857942
4.45632799   1.46857942
4.45732115   1.47920329
4.45732115   1.47920329
4.45732115   1.47920329
4.45831476   1.46844163
4.45831476   1.46844163
4.45831476   1.46844163
4.45831476   1.46844163
4.45930881   1.47907120
4.45930881   1.47907120
4.45930881   1.47907120
4.46030330   1.46830348
4.46030330   1.46830348
4.46030330   1.46830348
4.46030330   1.46830348
4.46129824   1.47893878
4.46129824   1.47893878
4.46129824   1.47893878
4.46229362   1.46816500
4.46229362   1.46816500
4.46229362   1.46816500
4.46229362   1.46816500
4.46328944   1.47880602
4.46328944   1.47880602
4.46328944   1.47880602
4.46428571   1.46802616
4.46428571   1.46802616
4.46428571   1.46802616
4.46428571   1.46802616
4.46528243   1.47867294
4.46528243   1.47867294
4.46528243   1.47867294
4.46627959   1.46788698
4.46627959   1.46788698
4.46627959   1.46788698
4.46627959   1.46788698
4.46727719   1.47853951
4.46727719   1.47853951
4.46727719   1.47853951
4.46827525   1.46774744
4.46827525   1.46774744
4.46827525   1.46774744
4.46827525   1.46774744
4.46927374   1.47840576
4.46927374   1.47840576
4.46927374   1.47840576
4.47027269   1.46760755
4.47027269   1.46760755
4.47027269   1.46760755
4.47027269   1.46760755
4.47127208   1.47827166
4.47127208   1.47827166
4.47127208   1.47827166
4.47227191   1.46746731
4.47227191   1.46746731
4.47227191   1.46746731
4.47227191   1.46746731
4.47327220   1.47813723
4.47327220   1.47813723
4.47327220   1.47813723
4.47427293   1.46732671
4.47427293   1.46732671
4.47427293   1.46732671
4.47427293   1.46732671
4.47527411   1.47800246
4.47527411   1.47800246
4.47527411   1.47800246
4.47627574   1.46718576
4.47627574   1.46718576
4.47627574   1.46718576
4.47627574   1.46718576
4.47727782   1.47786735
4.47727782   1.47786735
4.47727782   1.47786735
4.47828034   1.46704445
4.47828034   1.46704445
4.47828034   1.46704445
4.47828034   1.46704445
4.47928331   1.47773190
4.47928331   1.47773190
4.47928331   1.47773190
4.48028674   1.46690278
4.48028674   1.46690278
4.48028674   1.46690278
4.48028674   1.46690278
4.48129061   1.47759611
4.48129061   1.47759611
4.48129061   1.47759611
4.48229494   1.46676075
4.48229494   1.46676075
4.48229494   1.46676075
4.48229494   1.46676075
4.48329971   1.47745997
4.48329971   1.47745997
4.48329971   1.47745997
4.48430493   1.46661836
4.48430493   1.46661836
4.48430493   1.46661836
4.48430493   1.46661836
4.48531061   1.47732348
4.48531061   1.47732348
4.48531061   1.47732348
4.48631673   1.46647561
4.48631673   1.46647561
4.48631673   1.46647561
4.48631673   1.46647561
4.48732331   1.47718665
4.48732331   1.47718665
4.48732331   1.47718665
4.48833034   1.46633249
4.48833034   1.46633249
4.48833034   1.46633249
4.48833034   1.46633249
4.48933782   1.47704948
4.48933782   1.47704948
4.48933782   1.47704948
4.49034576   1.46618900
4.49034576   1.46618900
4.49034576   1.46618900
4.49034576   1.46618900
4.49135414   1.47691195
4.49135414   1.47691195
4.49135414   1.47691195
