lambda            k
3.23467572   0.00013328
3.23519896   0.00038740
3.23519896   0.00038740
3.23519896   0.00038740
3.23519896   0.00038740
3.23572238   0.00013345
3.23572238   0.00013345
3.23572238   0.00013345
3.23624595   0.00038791
3.23624595   0.00038791
3.23624595   0.00038791
3.23624595   0.00038791
3.23676970   0.00013362
3.23676970   0.00013362
3.23676970   0.00013362
3.23729362   0.00038842
3.23729362   0.00038842
3.23729362   0.00038842
3.23729362   0.00038842
3.23781771   0.00013379
3.23781771   0.00013379
3.23781771   0.00013379
3.23834197   0.00038893
3.23834197   0.00038893
3.23834197   0.00038893
3.23834197   0.00038893
3.23886640   0.00013396
3.23886640   0.00013396
3.23886640   0.00013396
3.23939099   0.00038944
3.23939099   0.00038944
3.23939099   0.00038944
3.23939099   0.00038944
3.23991576   0.00013413
3.23991576   0.00013413
3.23991576   0.00013413
3.24044070   0.00038995
3.24044070   0.00038995
3.24044070   0.00038995
3.24044070   0.00038995
3.24096581   0.00013430
3.24096581   0.00013430
3.24096581   0.00013430
3.24149109   0.00039047
3.24149109   0.00039047
3.24149109   0.00039047
3.24149109   0.00039047
3.24201653   0.00013447
3.24201653   0.00013447
3.24201653   0.00013447
3.24254215   0.00039098
3.24254215   0.00039098
3.24254215   0.00039098
3.24254215   0.00039098
3.24306794   0.00013464
3.24306794   0.00013464
3.24306794   0.00013464
3.24359390   0.00039150
3.24359390   0.00039150
3.24359390   0.00039150
3.24359390   0.00039150
3.24412003   0.00013481
3.24412003   0.00013481
3.24412003   0.00013481
3.24464633   0.00039202
3.24464633   0.00039202
3.24464633   0.00039202
3.24464633   0.00039202
3.24517281   0.00013498
3.24517281   0.00013498
3.24517281   0.00013498
3.24569945   0.00039253
3.24569945   0.00039253
3.24569945   0.00039253
3.24569945   0.00039253
3.24622626   0.00013516
3.24622626   0.00013516
3.24622626   0.00013516
3.24675325   0.00039305
3.24675325   0.00039305
3.24675325   0.00039305
3.24675325   0.00039305
3.24728040   0.00013533
3.24728040   0.00013533
3.24728040   0.00013533
3.24780773   0.00039357
3.24780773   0.00039357
3.24780773   0.00039357
3.24780773   0.00039357
3.24833523   0.00013550
3.24833523   0.00013550
3.24833523   0.00013550
3.24886290   0.00039409
3.24886290   0.00039409
3.24886290   0.00039409
3.24886290   0.00039409
3.24939074   0.00013568
3.24939074   0.00013568
3.24939074   0.00013568
3.24991875   0.00039462
3.24991875   0.00039462
3.24991875   0.00039462
3.24991875   0.00039462
3.25044694   0.00013585
3.25044694   0.00013585
3.25044694   0.00013585
3.25097529   0.00039514
3.25097529   0.00039514
3.25097529   0.00039514
3.25097529   0.00039514
3.25150382   0.00013602
3.25150382   0.00013602
3.25150382   0.00013602
3.25203252   0.00039566
3.25203252   0.00039566
3.25203252   0.00039566
3.25203252   0.00039566
3.25256139   0.00013620
3.25256139   0.00013620
3.25256139   0.00013620
3.25309044   0.00039619
3.25309044   0.00039619
3.25309044   0.00039619
3.25309044   0.00039619
3.25361965   0.00013637
3.25361965   0.00013637
3.25361965   0.00013637
3.25414904   0.00039671
3.25414904   0.00039671
3.25414904   0.00039671
3.25414904   0.00039671
3.25467860   0.00013655
3.25467860   0.00013655
3.25467860   0.00013655
3.25520833   0.00039724
3.25520833   0.00039724
3.25520833   0.00039724
3.25520833   0.00039724
3.25573824   0.00013672
3.25573824   0.00013672
3.25573824   0.00013672
3.25626832   0.00039777
3.25626832   0.00039777
3.25626832   0.00039777
3.25626832   0.00039777
3.25679857   0.00013690
3.25679857   0.00013690
3.25679857   0.00013690
3.25732899   0.00039830
3.25732899   0.00039830
3.25732899   0.00039830
3.25732899   0.00039830
3.25785959   0.00013707
3.25785959   0.00013707
3.25785959   0.00013707
3.25839036   0.00039883
3.25839036   0.00039883
3.25839036   0.00039883
3.25839036   0.00039883
3.25892130   0.00013725
3.25892130   0.00013725
3.25892130   0.00013725
3.25945241   0.00039936
3.25945241   0.00039936
3.25945241   0.00039936
3.25945241   0.00039936
3.25998370   0.00013742
3.25998370   0.00013742
3.25998370   0.00013742
3.26051516   0.00039989
3.26051516   0.00039989
3.26051516   0.00039989
3.26051516   0.00039989
3.26104680   0.00013760
3.26104680   0.00013760
3.26104680   0.00013760
3.26157860   0.00040042
3.26157860   0.00040042
3.26157860   0.00040042
3.26157860   0.00040042
3.26211059   0.00013778
3.26211059   0.00013778
3.26211059   0.00013778
3.26264274   0.00040096
3.26264274   0.00040096
3.26264274   0.00040096
3.26264274   0.00040096
3.26317507   0.00013796
3.26317507   0.00013796
3.26317507   0.00013796
3.26370757   0.00040149
3.26370757   0.00040149
3.26370757   0.00040149
3.26370757   0.00040149
3.26424025   0.00013813
3.26424025   0.00013813
3.26424025   0.00013813
3.26477310   0.00040203
3.26477310   0.00040203
3.26477310   0.00040203
3.26477310   0.00040203
3.26530612   0.00013831
3.26530612   0.00013831
3.26530612   0.00013831
3.26583932   0.00040257
3.26583932   0.00040257
3.26583932   0.00040257
3.26583932   0.00040257
3.26637269   0.00013849
3.26637269   0.00013849
3.26637269   0.00013849
3.26690624   0.00040310
3.26690624   0.00040310
3.26690624   0.00040310
3.26690624   0.00040310
3.26743996   0.00013867
3.26743996   0.00013867
3.26743996   0.00013867
3.26797386   0.00040364
3.26797386   0.00040364
3.26797386   0.00040364
3.26797386   0.00040364
3.26850793   0.00013885
3.26850793   0.00013885
3.26850793   0.00013885
3.26904217   0.00040418
3.26904217   0.00040418
3.26904217   0.00040418
3.26904217   0.00040418
3.26957659   0.00013903
3.26957659   0.00013903
3.26957659   0.00013903
3.27011118   0.00040472
3.27011118   0.00040472
3.27011118   0.00040472
3.27011118   0.00040472
3.27064595   0.00013921
3.27064595   0.00013921
3.27064595   0.00013921
3.27118090   0.00040527
3.27118090   0.00040527
3.27118090   0.00040527
3.27118090   0.00040527
3.27171602   0.00013939
3.27171602   0.00013939
3.27171602   0.00013939
3.27225131   0.00040581
3.27225131   0.00040581
3.27225131   0.00040581
3.27225131   0.00040581
3.27278678   0.00013957
3.27278678   0.00013957
3.27278678   0.00013957
3.27332242   0.00040635
3.27332242   0.00040635
3.27332242   0.00040635
3.27332242   0.00040635
3.27385824   0.00013975
3.27385824   0.00013975
3.27385824   0.00013975
3.27439424   0.00040690
3.27439424   0.00040690
3.27439424   0.00040690
3.27439424   0.00040690
3.27493041   0.00013993
3.27493041   0.00013993
3.27493041   0.00013993
3.27546675   0.00040744
3.27546675   0.00040744
3.27546675   0.00040744
3.27546675   0.00040744
3.27600328   0.00014011
3.27600328   0.00014011
3.27600328   0.00014011
3.27653997   0.00040799
3.27653997   0.00040799
3.27653997   0.00040799
3.27653997   0.00040799
3.27707685   0.00014029
3.27707685   0.00014029
3.27707685   0.00014029
3.27761390   0.00040854
3.27761390   0.00040854
3.27761390   0.00040854
3.27761390   0.00040854
3.27815112   0.00014047
3.27815112   0.00014047
3.27815112   0.00014047
3.27868852   0.00040909
3.27868852   0.00040909
3.27868852   0.00040909
3.27868852   0.00040909
3.27922610   0.00014066
3.27922610   0.00014066
3.27922610   0.00014066
3.27976386   0.00040964
3.27976386   0.00040964
3.27976386   0.00040964
3.27976386   0.00040964
3.28030179   0.00014084
3.28030179   0.00014084
3.28030179   0.00014084
3.28083990   0.00041019
3.28083990   0.00041019
3.28083990   0.00041019
3.28083990   0.00041019
3.28137818   0.00014102
3.28137818   0.00014102
3.28137818   0.00014102
3.28191664   0.00041074
3.28191664   0.00041074
3.28191664   0.00041074
3.28191664   0.00041074
3.28245528   0.00014121
3.28245528   0.00014121
3.28245528   0.00014121
3.28299409   0.00041130
3.28299409   0.00041130
3.28299409   0.00041130
3.28299409   0.00041130
3.28353308   0.00014139
3.28353308   0.00014139
3.28353308   0.00014139
3.28407225   0.00041185
3.28407225   0.00041185
3.28407225   0.00041185
3.28407225   0.00041185
3.28461159   0.00014157
3.28461159   0.00014157
3.28461159   0.00014157
3.28515112   0.00041241
3.28515112   0.00041241
3.28515112   0.00041241
3.28515112   0.00041241
3.28569082   0.00014176
3.28569082   0.00014176
3.28569082   0.00014176
3.28623069   0.00041296
3.28623069   0.00041296
3.28623069   0.00041296
3.28623069   0.00041296
3.28677075   0.00014194
3.28677075   0.00014194
3.28677075   0.00014194
3.28731098   0.00041352
3.28731098   0.00041352
3.28731098   0.00041352
3.28731098   0.00041352
3.28785139   0.00014213
3.28785139   0.00014213
3.28785139   0.00014213
3.28839198   0.00041408
3.28839198   0.00041408
3.28839198   0.00041408
3.28839198   0.00041408
3.28893274   0.00014231
3.28893274   0.00014231
3.28893274   0.00014231
3.28947368   0.00041464
3.28947368   0.00041464
3.28947368   0.00041464
3.28947368   0.00041464
3.29001481   0.00014250
3.29001481   0.00014250
3.29001481   0.00014250
3.29055610   0.00041520
3.29055610   0.00041520
3.29055610   0.00041520
3.29055610   0.00041520
3.29109758   0.00014268
3.29109758   0.00014268
3.29109758   0.00014268
3.29163924   0.00041576
3.29163924   0.00041576
3.29163924   0.00041576
3.29163924   0.00041576
3.29218107   0.00014287
3.29218107   0.00014287
3.29218107   0.00014287
3.29272308   0.00041633
3.29272308   0.00041633
3.29272308   0.00041633
3.29272308   0.00041633
3.29326527   0.00014306
3.29326527   0.00014306
3.29326527   0.00014306
3.29380764   0.00041689
3.29380764   0.00041689
3.29380764   0.00041689
3.29380764   0.00041689
3.29435019   0.00014325
3.29435019   0.00014325
3.29435019   0.00014325
3.29489292   0.00041746
3.29489292   0.00041746
3.29489292   0.00041746
3.29489292   0.00041746
3.29543582   0.00014343
3.29543582   0.00014343
3.29543582   0.00014343
3.29597891   0.00041802
3.29597891   0.00041802
3.29597891   0.00041802
3.29597891   0.00041802
3.29652217   0.00014362
3.29652217   0.00014362
3.29652217   0.00014362
3.29706561   0.00041859
3.29706561   0.00041859
3.29706561   0.00041859
3.29706561   0.00041859
3.29760923   0.00014381
3.29760923   0.00014381
3.29760923   0.00014381
3.29815303   0.00041916
3.29815303   0.00041916
3.29815303   0.00041916
3.29815303   0.00041916
3.29869701   0.00014400
3.29869701   0.00014400
3.29869701   0.00014400
3.29924117   0.00041973
3.29924117   0.00041973
3.29924117   0.00041973
3.29924117   0.00041973
3.29978551   0.00014419
3.29978551   0.00014419
3.29978551   0.00014419
3.30033003   0.00042030
3.30033003   0.00042030
3.30033003   0.00042030
3.30033003   0.00042030
3.30087473   0.00014438
3.30087473   0.00014438
3.30087473   0.00014438
3.30141961   0.00042087
3.30141961   0.00042087
3.30141961   0.00042087
3.30141961   0.00042087
3.30196467   0.00014456
3.30196467   0.00014456
3.30196467   0.00014456
3.30250991   0.00042144
3.30250991   0.00042144
3.30250991   0.00042144
3.30250991   0.00042144
3.30305533   0.00014475
3.30305533   0.00014475
3.30305533   0.00014475
3.30360093   0.00042202
3.30360093   0.00042202
3.30360093   0.00042202
3.30360093   0.00042202
3.30414670   0.00014495
3.30414670   0.00014495
3.30414670   0.00014495
3.30469266   0.00042259
3.30469266   0.00042259
3.30469266   0.00042259
3.30469266   0.00042259
3.30523880   0.00014514
3.30523880   0.00014514
3.30523880   0.00014514
3.30578512   0.00042317
3.30578512   0.00042317
3.30578512   0.00042317
3.30578512   0.00042317
3.30633163   0.00014533
3.30633163   0.00014533
3.30633163   0.00014533
3.30687831   0.00042375
3.30687831   0.00042375
3.30687831   0.00042375
3.30687831   0.00042375
3.30742517   0.00014552
3.30742517   0.00014552
3.30742517   0.00014552
3.30797221   0.00042433
3.30797221   0.00042433
3.30797221   0.00042433
3.30797221   0.00042433
3.30851944   0.00014571
3.30851944   0.00014571
3.30851944   0.00014571
3.30906684   0.00042490
3.30906684   0.00042490
3.30906684   0.00042490
3.30906684   0.00042490
3.30961443   0.00014590
3.30961443   0.00014590
3.30961443   0.00014590
3.31016220   0.00042549
3.31016220   0.00042549
3.31016220   0.00042549
3.31016220   0.00042549
3.31071015   0.00014609
3.31071015   0.00014609
3.31071015   0.00014609
3.31125828   0.00042607
3.31125828   0.00042607
3.31125828   0.00042607
3.31125828   0.00042607
3.31180659   0.00014629
3.31180659   0.00014629
3.31180659   0.00014629
3.31235508   0.00042665
3.31235508   0.00042665
3.31235508   0.00042665
3.31235508   0.00042665
3.31290376   0.00014648
3.31290376   0.00014648
3.31290376   0.00014648
3.31345262   0.00042724
3.31345262   0.00042724
3.31345262   0.00042724
3.31345262   0.00042724
3.31400166   0.00014667
3.31400166   0.00014667
3.31400166   0.00014667
3.31455088   0.00042782
3.31455088   0.00042782
3.31455088   0.00042782
3.31455088   0.00042782
3.31510028   0.00014687
3.31510028   0.00014687
3.31510028   0.00014687
3.31564987   0.00042841
3.31564987   0.00042841
3.31564987   0.00042841
3.31564987   0.00042841
3.31619964   0.00014706
3.31619964   0.00014706
3.31619964   0.00014706
3.31674959   0.00042899
3.31674959   0.00042899
3.31674959   0.00042899
3.31674959   0.00042899
3.31729972   0.00014726
3.31729972   0.00014726
3.31729972   0.00014726
3.31785003   0.00042958
3.31785003   0.00042958
3.31785003   0.00042958
3.31785003   0.00042958
3.31840053   0.00014745
3.31840053   0.00014745
3.31840053   0.00014745
3.31895121   0.00043017
3.31895121   0.00043017
3.31895121   0.00043017
3.31895121   0.00043017
3.31950207   0.00014765
3.31950207   0.00014765
3.31950207   0.00014765
3.32005312   0.00043076
3.32005312   0.00043076
3.32005312   0.00043076
3.32005312   0.00043076
3.32060435   0.00014784
3.32060435   0.00014784
3.32060435   0.00014784
3.32115576   0.00043136
3.32115576   0.00043136
3.32115576   0.00043136
3.32115576   0.00043136
3.32170736   0.00014804
3.32170736   0.00014804
3.32170736   0.00014804
3.32225914   0.00043195
3.32225914   0.00043195
3.32225914   0.00043195
3.32225914   0.00043195
3.32281110   0.00014824
3.32281110   0.00014824
3.32281110   0.00014824
3.32336324   0.00043254
3.32336324   0.00043254
3.32336324   0.00043254
3.32336324   0.00043254
3.32391557   0.00014843
3.32391557   0.00014843
3.32391557   0.00014843
3.32446809   0.00043314
3.32446809   0.00043314
3.32446809   0.00043314
3.32446809   0.00043314
3.32502078   0.00014863
3.32502078   0.00014863
3.32502078   0.00014863
3.32557366   0.00043374
3.32557366   0.00043374
3.32557366   0.00043374
3.32557366   0.00043374
3.32612673   0.00014883
3.32612673   0.00014883
3.32612673   0.00014883
3.32667997   0.00043433
3.32667997   0.00043433
3.32667997   0.00043433
3.32667997   0.00043433
3.32723341   0.00014903
3.32723341   0.00014903
3.32723341   0.00014903
3.32778702   0.00043493
3.32778702   0.00043493
3.32778702   0.00043493
3.32778702   0.00043493
3.32834082   0.00014922
3.32834082   0.00014922
3.32834082   0.00014922
3.32889481   0.00043553
3.32889481   0.00043553
3.32889481   0.00043553
3.32889481   0.00043553
3.32944898   0.00014942
3.32944898   0.00014942
3.32944898   0.00014942
3.33000333   0.00043614
3.33000333   0.00043614
3.33000333   0.00043614
3.33000333   0.00043614
3.33055787   0.00014962
3.33055787   0.00014962
3.33055787   0.00014962
3.33111259   0.00043674
3.33111259   0.00043674
3.33111259   0.00043674
3.33111259   0.00043674
3.33166750   0.00014982
3.33166750   0.00014982
3.33166750   0.00014982
3.33222259   0.00043734
3.33222259   0.00043734
3.33222259   0.00043734
3.33222259   0.00043734
3.33277787   0.00015002
3.33277787   0.00015002
3.33277787   0.00015002
3.33333333   0.00043795
3.33333333   0.00043795
3.33333333   0.00043795
3.33333333   0.00043795
3.33388898   0.00015022
3.33388898   0.00015022
3.33388898   0.00015022
3.33444481   0.00043855
3.33444481   0.00043855
3.33444481   0.00043855
3.33444481   0.00043855
3.33500083   0.00015042
3.33500083   0.00015042
3.33500083   0.00015042
3.33555704   0.00043916
3.33555704   0.00043916
3.33555704   0.00043916
3.33555704   0.00043916
3.33611343   0.00015062
3.33611343   0.00015062
3.33611343   0.00015062
3.33667000   0.00043977
3.33667000   0.00043977
3.33667000   0.00043977
3.33667000   0.00043977
3.33722676   0.00015082
3.33722676   0.00015082
3.33722676   0.00015082
3.33778371   0.00044038
3.33778371   0.00044038
3.33778371   0.00044038
3.33778371   0.00044038
3.33834084   0.00015103
3.33834084   0.00015103
3.33834084   0.00015103
3.33889816   0.00044099
3.33889816   0.00044099
3.33889816   0.00044099
3.33889816   0.00044099
3.33945567   0.00015123
3.33945567   0.00015123
3.33945567   0.00015123
3.34001336   0.00044160
3.34001336   0.00044160
3.34001336   0.00044160
3.34001336   0.00044160
3.34057124   0.00015143
3.34057124   0.00015143
3.34057124   0.00015143
3.34112930   0.00044222
3.34112930   0.00044222
3.34112930   0.00044222
3.34112930   0.00044222
3.34168755   0.00015163
3.34168755   0.00015163
3.34168755   0.00015163
3.34224599   0.00044283
3.34224599   0.00044283
3.34224599   0.00044283
3.34224599   0.00044283
3.34280461   0.00015184
3.34280461   0.00015184
3.34280461   0.00015184
3.34336342   0.00044345
3.34336342   0.00044345
3.34336342   0.00044345
3.34336342   0.00044345
3.34392242   0.00015204
3.34392242   0.00015204
3.34392242   0.00015204
3.34448161   0.00044407
3.34448161   0.00044407
3.34448161   0.00044407
3.34448161   0.00044407
3.34504098   0.00015224
3.34504098   0.00015224
3.34504098   0.00015224
3.34560054   0.00044468
3.34560054   0.00044468
3.34560054   0.00044468
3.34560054   0.00044468
3.34616028   0.00015245
3.34616028   0.00015245
3.34616028   0.00015245
3.34672021   0.00044530
3.34672021   0.00044530
3.34672021   0.00044530
3.34672021   0.00044530
3.34728033   0.00015265
3.34728033   0.00015265
3.34728033   0.00015265
3.34784064   0.00044592
3.34784064   0.00044592
3.34784064   0.00044592
3.34784064   0.00044592
3.34840114   0.00015286
3.34840114   0.00015286
3.34840114   0.00015286
3.34896182   0.00044655
3.34896182   0.00044655
3.34896182   0.00044655
3.34896182   0.00044655
3.34952269   0.00015307
3.34952269   0.00015307
3.34952269   0.00015307
3.35008375   0.00044717
3.35008375   0.00044717
3.35008375   0.00044717
3.35008375   0.00044717
3.35064500   0.00015327
3.35064500   0.00015327
3.35064500   0.00015327
3.35120643   0.00044779
3.35120643   0.00044779
3.35120643   0.00044779
3.35120643   0.00044779
3.35176806   0.00015348
3.35176806   0.00015348
3.35176806   0.00015348
3.35232987   0.00044842
3.35232987   0.00044842
3.35232987   0.00044842
3.35232987   0.00044842
3.35289187   0.00015368
3.35289187   0.00015368
3.35289187   0.00015368
3.35345406   0.00044905
3.35345406   0.00044905
3.35345406   0.00044905
3.35345406   0.00044905
3.35401643   0.00015389
3.35401643   0.00015389
3.35401643   0.00015389
3.35457900   0.00044967
3.35457900   0.00044967
3.35457900   0.00044967
3.35457900   0.00044967
3.35514175   0.00015410
3.35514175   0.00015410
3.35514175   0.00015410
3.35570470   0.00045030
3.35570470   0.00045030
3.35570470   0.00045030
3.35570470   0.00045030
3.35626783   0.00015431
3.35626783   0.00015431
3.35626783   0.00015431
3.35683115   0.00045094
3.35683115   0.00045094
3.35683115   0.00045094
3.35683115   0.00045094
3.35739466   0.00015452
3.35739466   0.00015452
3.35739466   0.00015452
3.35795836   0.00045157
3.35795836   0.00045157
3.35795836   0.00045157
3.35795836   0.00045157
3.35852225   0.00015473
3.35852225   0.00015473
3.35852225   0.00015473
3.35908633   0.00045220
3.35908633   0.00045220
3.35908633   0.00045220
3.35908633   0.00045220
3.35965060   0.00015493
3.35965060   0.00015493
3.35965060   0.00015493
3.36021505   0.00045283
3.36021505   0.00045283
3.36021505   0.00045283
3.36021505   0.00045283
3.36077970   0.00015514
3.36077970   0.00015514
3.36077970   0.00015514
3.36134454   0.00045347
3.36134454   0.00045347
3.36134454   0.00045347
3.36134454   0.00045347
3.36190956   0.00015535
3.36190956   0.00015535
3.36190956   0.00015535
3.36247478   0.00045411
3.36247478   0.00045411
3.36247478   0.00045411
3.36247478   0.00045411
3.36304019   0.00015556
3.36304019   0.00015556
3.36304019   0.00015556
3.36360579   0.00045475
3.36360579   0.00045475
3.36360579   0.00045475
3.36360579   0.00045475
3.36417157   0.00015578
3.36417157   0.00015578
3.36417157   0.00015578
3.36473755   0.00045539
3.36473755   0.00045539
3.36473755   0.00045539
3.36473755   0.00045539
3.36530372   0.00015599
3.36530372   0.00015599
3.36530372   0.00015599
3.36587008   0.00045603
3.36587008   0.00045603
3.36587008   0.00045603
3.36587008   0.00045603
3.36643663   0.00015620
3.36643663   0.00015620
3.36643663   0.00015620
3.36700337   0.00045667
3.36700337   0.00045667
3.36700337   0.00045667
3.36700337   0.00045667
3.36757030   0.00015641
3.36757030   0.00015641
3.36757030   0.00015641
3.36813742   0.00045731
3.36813742   0.00045731
3.36813742   0.00045731
3.36813742   0.00045731
3.36870473   0.00015662
3.36870473   0.00015662
3.36870473   0.00015662
3.36927224   0.00045796
3.36927224   0.00045796
3.36927224   0.00045796
3.36927224   0.00045796
3.36983993   0.00015684
3.36983993   0.00015684
3.36983993   0.00015684
3.37040782   0.00045860
3.37040782   0.00045860
3.37040782   0.00045860
3.37040782   0.00045860
3.37097590   0.00015705
3.37097590   0.00015705
3.37097590   0.00015705
3.37154417   0.00045925
3.37154417   0.00045925
3.37154417   0.00045925
3.37154417   0.00045925
3.37211263   0.00015726
3.37211263   0.00015726
3.37211263   0.00015726
3.37268128   0.00045990
3.37268128   0.00045990
3.37268128   0.00045990
3.37268128   0.00045990
3.37325013   0.00015748
3.37325013   0.00015748
3.37325013   0.00015748
3.37381916   0.00046055
3.37381916   0.00046055
3.37381916   0.00046055
3.37381916   0.00046055
3.37438839   0.00015769
3.37438839   0.00015769
3.37438839   0.00015769
3.37495781   0.00046120
3.37495781   0.00046120
3.37495781   0.00046120
3.37495781   0.00046120
3.37552743   0.00015791
3.37552743   0.00015791
3.37552743   0.00015791
3.37609723   0.00046185
3.37609723   0.00046185
3.37609723   0.00046185
3.37609723   0.00046185
3.37666723   0.00015812
3.37666723   0.00015812
3.37666723   0.00015812
3.37723742   0.00046251
3.37723742   0.00046251
3.37723742   0.00046251
3.37723742   0.00046251
3.37780780   0.00015834
3.37780780   0.00015834
3.37780780   0.00015834
3.37837838   0.00046316
3.37837838   0.00046316
3.37837838   0.00046316
3.37837838   0.00046316
3.37894915   0.00015855
3.37894915   0.00015855
3.37894915   0.00015855
3.37952011   0.00046382
3.37952011   0.00046382
3.37952011   0.00046382
3.37952011   0.00046382
3.38009126   0.00015877
3.38009126   0.00015877
3.38009126   0.00015877
3.38066261   0.00046448
3.38066261   0.00046448
3.38066261   0.00046448
3.38066261   0.00046448
3.38123415   0.00015899
3.38123415   0.00015899
3.38123415   0.00015899
3.38180588   0.00046514
3.38180588   0.00046514
3.38180588   0.00046514
3.38180588   0.00046514
3.38237781   0.00015921
3.38237781   0.00015921
3.38237781   0.00015921
3.38294993   0.00046580
3.38294993   0.00046580
3.38294993   0.00046580
3.38294993   0.00046580
3.38352225   0.00015942
3.38352225   0.00015942
3.38352225   0.00015942
3.38409475   0.00046646
3.38409475   0.00046646
3.38409475   0.00046646
3.38409475   0.00046646
3.38466746   0.00015964
3.38466746   0.00015964
3.38466746   0.00015964
3.38524035   0.00046712
3.38524035   0.00046712
3.38524035   0.00046712
3.38524035   0.00046712
3.38581344   0.00015986
3.38581344   0.00015986
3.38581344   0.00015986
3.38638673   0.00046779
3.38638673   0.00046779
3.38638673   0.00046779
3.38638673   0.00046779
3.38650382   0.00805374
3.38696020   0.00016008
3.38696020   0.00016008
3.38696020   0.00016008
3.38753388   0.00046845
3.38753388   0.00046845
3.38753388   0.00046845
3.38753388   0.00046845
3.38810774   0.00016030
3.38810774   0.00016030
3.38810774   0.00016030
3.38868180   0.00046912
3.38868180   0.00046912
3.38868180   0.00046912
3.38868180   0.00046912
3.38925606   0.00016052
3.38925606   0.00016052
3.38925606   0.00016052
3.38983051   0.00046979
3.38983051   0.00046979
3.38983051   0.00046979
3.38983051   0.00046979
3.39040515   0.00016074
3.39040515   0.00016074
3.39040515   0.00016074
3.39097999   0.00047046
3.39097999   0.00047046
3.39097999   0.00047046
3.39097999   0.00047046
3.39155503   0.00016096
3.39155503   0.00016096
3.39155503   0.00016096
3.39213026   0.00047113
3.39213026   0.00047113
3.39213026   0.00047113
3.39213026   0.00047113
3.39270568   0.00016118
3.39270568   0.00016118
3.39270568   0.00016118
3.39328130   0.00047180
3.39328130   0.00047180
3.39328130   0.00047180
3.39328130   0.00047180
3.39385712   0.00016141
3.39385712   0.00016141
3.39385712   0.00016141
3.39443313   0.00047248
3.39443313   0.00047248
3.39443313   0.00047248
3.39443313   0.00047248
3.39500934   0.00016163
3.39500934   0.00016163
3.39500934   0.00016163
3.39558574   0.00047315
3.39558574   0.00047315
3.39558574   0.00047315
3.39558574   0.00047315
3.39616234   0.00016185
3.39616234   0.00016185
3.39616234   0.00016185
3.39673913   0.00047383
3.39673913   0.00047383
3.39673913   0.00047383
3.39673913   0.00047383
3.39731612   0.00016207
3.39731612   0.00016207
3.39731612   0.00016207
3.39789331   0.00047451
3.39789331   0.00047451
3.39789331   0.00047451
3.39789331   0.00047451
3.39847069   0.00016230
3.39847069   0.00016230
3.39847069   0.00016230
3.39904827   0.00047519
3.39904827   0.00047519
3.39904827   0.00047519
3.39904827   0.00047519
3.39962604   0.00016252
3.39962604   0.00016252
3.39962604   0.00016252
3.40020401   0.00047587
3.40020401   0.00047587
3.40020401   0.00047587
3.40020401   0.00047587
3.40078218   0.00016275
3.40078218   0.00016275
3.40078218   0.00016275
3.40136054   0.00047655
3.40136054   0.00047655
3.40136054   0.00047655
3.40136054   0.00047655
3.40193911   0.00016297
3.40193911   0.00016297
3.40193911   0.00016297
3.40251786   0.00047723
3.40251786   0.00047723
3.40251786   0.00047723
3.40251786   0.00047723
3.40309682   0.00016320
3.40309682   0.00016320
3.40309682   0.00016320
3.40367597   0.00047792
3.40367597   0.00047792
3.40367597   0.00047792
3.40367597   0.00047792
3.40425532   0.00016342
3.40425532   0.00016342
3.40425532   0.00016342
3.40483487   0.00047860
3.40483487   0.00047860
3.40483487   0.00047860
3.40483487   0.00047860
3.40541461   0.00016365
3.40541461   0.00016365
3.40541461   0.00016365
3.40599455   0.00047929
3.40599455   0.00047929
3.40599455   0.00047929
3.40599455   0.00047929
3.40657469   0.00016387
3.40657469   0.00016387
3.40657469   0.00016387
3.40715503   0.00047998
3.40715503   0.00047998
3.40715503   0.00047998
3.40715503   0.00047998
3.40773556   0.00016410
3.40773556   0.00016410
3.40773556   0.00016410
3.40831629   0.00048067
3.40831629   0.00048067
3.40831629   0.00048067
3.40831629   0.00048067
3.40889722   0.00016433
3.40889722   0.00016433
3.40889722   0.00016433
3.40947835   0.00048136
3.40947835   0.00048136
3.40947835   0.00048136
3.40947835   0.00048136
3.41005968   0.00016456
3.41005968   0.00016456
3.41005968   0.00016456
3.41064120   0.00048206
3.41064120   0.00048206
3.41064120   0.00048206
3.41064120   0.00048206
3.41122292   0.00016479
3.41122292   0.00016479
3.41122292   0.00016479
3.41180484   0.00048275
3.41180484   0.00048275
3.41180484   0.00048275
3.41180484   0.00048275
3.41238696   0.00016501
3.41238696   0.00016501
3.41238696   0.00016501
3.41296928   0.00048345
3.41296928   0.00048345
3.41296928   0.00048345
3.41296928   0.00048345
3.41355180   0.00016524
3.41355180   0.00016524
3.41355180   0.00016524
3.41413452   0.00048415
3.41413452   0.00048415
3.41413452   0.00048415
3.41413452   0.00048415
3.41471743   0.00016547
3.41471743   0.00016547
3.41471743   0.00016547
3.41530055   0.00048485
3.41530055   0.00048485
3.41530055   0.00048485
3.41530055   0.00048485
3.41588386   0.00016570
3.41588386   0.00016570
3.41588386   0.00016570
3.41646737   0.00048555
3.41646737   0.00048555
3.41646737   0.00048555
3.41646737   0.00048555
3.41705108   0.00016594
3.41705108   0.00016594
3.41705108   0.00016594
3.41763500   0.00048625
3.41763500   0.00048625
3.41763500   0.00048625
3.41763500   0.00048625
3.41821911   0.00016617
3.41821911   0.00016617
3.41821911   0.00016617
3.41880342   0.00048695
3.41880342   0.00048695
