lambda            k
4.01123145   0.00100921
4.01123145   0.00100921
4.01123145   0.00100921
4.01123145   0.00100921
4.01203611   0.00033515
4.01203611   0.00033515
4.01203611   0.00033515
4.01284109   0.00101122
4.01284109   0.00101122
4.01284109   0.00101122
4.01284109   0.00101122
4.01364640   0.00033579
4.01364640   0.00033579
4.01364640   0.00033579
4.01445203   0.00101324
4.01445203   0.00101324
4.01445203   0.00101324
4.01445203   0.00101324
4.01525798   0.00033644
4.01525798   0.00033644
4.01525798   0.00033644
4.01606426   0.00101526
4.01606426   0.00101526
4.01606426   0.00101526
4.01606426   0.00101526
4.01687086   0.00033708
4.01687086   0.00033708
4.01687086   0.00033708
4.01767778   0.00101729
4.01767778   0.00101729
4.01767778   0.00101729
4.01767778   0.00101729
4.01848503   0.00033773
4.01848503   0.00033773
4.01848503   0.00033773
4.01929260   0.00101932
4.01929260   0.00101932
4.01929260   0.00101932
4.01929260   0.00101932
4.02010050   0.00033837
4.02010050   0.00033837
4.02010050   0.00033837
4.02090873   0.00102137
4.02090873   0.00102137
4.02090873   0.00102137
4.02090873   0.00102137
4.02171727   0.00033902
4.02171727   0.00033902
4.02171727   0.00033902
4.02252615   0.00102341
4.02252615   0.00102341
4.02252615   0.00102341
4.02252615   0.00102341
4.02333535   0.00033967
4.02333535   0.00033967
4.02333535   0.00033967
4.02414487   0.00102547
4.02414487   0.00102547
4.02414487   0.00102547
4.02414487   0.00102547
4.02495472   0.00034033
4.02495472   0.00034033
4.02495472   0.00034033
4.02576490   0.00102753
4.02576490   0.00102753
4.02576490   0.00102753
4.02576490   0.00102753
4.02657540   0.00034098
4.02657540   0.00034098
4.02657540   0.00034098
4.02738623   0.00102959
4.02738623   0.00102959
4.02738623   0.00102959
4.02738623   0.00102959
4.02819738   0.00034164
4.02819738   0.00034164
4.02819738   0.00034164
4.02900886   0.00103166
4.02900886   0.00103166
4.02900886   0.00103166
4.02900886   0.00103166
4.02982067   0.00034230
4.02982067   0.00034230
4.02982067   0.00034230
4.03063281   0.00103374
4.03063281   0.00103374
4.03063281   0.00103374
4.03063281   0.00103374
4.03144527   0.00034296
4.03144527   0.00034296
4.03144527   0.00034296
4.03225806   0.00103582
4.03225806   0.00103582
4.03225806   0.00103582
4.03225806   0.00103582
4.03307118   0.00034362
4.03307118   0.00034362
4.03307118   0.00034362
4.03388463   0.00103791
4.03388463   0.00103791
4.03388463   0.00103791
4.03388463   0.00103791
4.03469841   0.00034428
4.03469841   0.00034428
4.03469841   0.00034428
4.03551251   0.00104001
4.03551251   0.00104001
4.03551251   0.00104001
4.03551251   0.00104001
4.03632694   0.00034495
4.03632694   0.00034495
4.03632694   0.00034495
4.03714170   0.00104211
4.03714170   0.00104211
4.03714170   0.00104211
4.03714170   0.00104211
4.03795679   0.00034562
4.03795679   0.00034562
4.03795679   0.00034562
4.03877221   0.00104422
4.03877221   0.00104422
4.03877221   0.00104422
4.03877221   0.00104422
4.03958796   0.00034629
4.03958796   0.00034629
4.03958796   0.00034629
4.04040404   0.00104633
4.04040404   0.00104633
4.04040404   0.00104633
4.04040404   0.00104633
4.04122045   0.00034696
4.04122045   0.00034696
4.04122045   0.00034696
4.04203719   0.00104845
4.04203719   0.00104845
4.04203719   0.00104845
4.04203719   0.00104845
4.04285426   0.00034763
4.04285426   0.00034763
4.04285426   0.00034763
4.04367165   0.00105058
4.04367165   0.00105058
4.04367165   0.00105058
4.04367165   0.00105058
4.04448938   0.00034831
4.04448938   0.00034831
4.04448938   0.00034831
4.04530744   0.00105271
4.04530744   0.00105271
4.04530744   0.00105271
4.04530744   0.00105271
4.04612583   0.00034899
4.04612583   0.00034899
4.04612583   0.00034899
4.04694456   0.00105485
4.04694456   0.00105485
4.04694456   0.00105485
4.04694456   0.00105485
4.04775573   0.00244031
4.04776361   0.00034967
4.04776361   0.00034967
4.04776361   0.00034967
4.04858300   0.00105700
4.04858300   0.00105700
4.04858300   0.00105700
4.04858300   0.00105700
4.04940271   0.00035035
4.04940271   0.00035035
4.04940271   0.00035035
4.05022276   0.00105915
4.05022276   0.00105915
4.05022276   0.00105915
4.05022276   0.00105915
4.05104314   0.00035103
4.05104314   0.00035103
4.05104314   0.00035103
4.05186386   0.00106131
4.05186386   0.00106131
4.05186386   0.00106131
4.05186386   0.00106131
4.05268490   0.00035172
4.05268490   0.00035172
4.05268490   0.00035172
4.05350628   0.00106347
4.05350628   0.00106347
4.05350628   0.00106347
4.05350628   0.00106347
4.05432800   0.00035240
4.05432800   0.00035240
4.05432800   0.00035240
4.05515004   0.00106564
4.05515004   0.00106564
4.05515004   0.00106564
4.05515004   0.00106564
4.05597242   0.00035309
4.05597242   0.00035309
4.05597242   0.00035309
4.05679513   0.00106782
4.05679513   0.00106782
4.05679513   0.00106782
4.05679513   0.00106782
4.05761818   0.00035379
4.05761818   0.00035379
4.05761818   0.00035379
4.05844156   0.00107000
4.05844156   0.00107000
4.05844156   0.00107000
4.05844156   0.00107000
4.05926527   0.00035448
4.05926527   0.00035448
4.05926527   0.00035448
4.06008932   0.00107219
4.06008932   0.00107219
4.06008932   0.00107219
4.06008932   0.00107219
4.06091371   0.00035517
4.06091371   0.00035517
4.06091371   0.00035517
4.06173842   0.00107439
4.06173842   0.00107439
4.06173842   0.00107439
4.06173842   0.00107439
4.06256348   0.00035587
4.06256348   0.00035587
4.06256348   0.00035587
4.06338887   0.00107659
4.06338887   0.00107659
4.06338887   0.00107659
4.06338887   0.00107659
4.06421459   0.00035657
4.06421459   0.00035657
4.06421459   0.00035657
4.06504065   0.00107880
4.06504065   0.00107880
4.06504065   0.00107880
4.06504065   0.00107880
4.06586705   0.00035727
4.06586705   0.00035727
4.06586705   0.00035727
4.06669378   0.00108102
4.06669378   0.00108102
4.06669378   0.00108102
4.06669378   0.00108102
4.06752085   0.00035798
4.06752085   0.00035798
4.06752085   0.00035798
4.06834825   0.00108324
4.06834825   0.00108324
4.06834825   0.00108324
4.06834825   0.00108324
4.06917599   0.00035868
4.06917599   0.00035868
4.06917599   0.00035868
4.07000407   0.00108547
4.07000407   0.00108547
4.07000407   0.00108547
4.07000407   0.00108547
4.07083249   0.00035939
4.07083249   0.00035939
4.07083249   0.00035939
4.07166124   0.00108771
4.07166124   0.00108771
4.07166124   0.00108771
4.07166124   0.00108771
4.07249033   0.00036010
4.07249033   0.00036010
4.07249033   0.00036010
4.07331976   0.00108995
4.07331976   0.00108995
4.07331976   0.00108995
4.07331976   0.00108995
4.07414952   0.00036081
4.07414952   0.00036081
4.07414952   0.00036081
4.07497963   0.00109220
4.07497963   0.00109220
4.07497963   0.00109220
4.07497963   0.00109220
4.07581007   0.00036152
4.07581007   0.00036152
4.07581007   0.00036152
4.07664085   0.00109446
4.07664085   0.00109446
4.07664085   0.00109446
4.07664085   0.00109446
4.07747197   0.00036224
4.07747197   0.00036224
4.07747197   0.00036224
4.07830343   0.00109672
4.07830343   0.00109672
4.07830343   0.00109672
4.07830343   0.00109672
4.07913522   0.00036296
4.07913522   0.00036296
4.07913522   0.00036296
4.07996736   0.00109899
4.07996736   0.00109899
4.07996736   0.00109899
4.07996736   0.00109899
4.08079984   0.00036368
4.08079984   0.00036368
4.08079984   0.00036368
4.08163265   0.00110127
4.08163265   0.00110127
4.08163265   0.00110127
4.08163265   0.00110127
4.08246581   0.00036440
4.08246581   0.00036440
4.08246581   0.00036440
4.08329931   0.00110356
4.08329931   0.00110356
4.08329931   0.00110356
4.08329931   0.00110356
4.08413314   0.00036512
4.08413314   0.00036512
4.08413314   0.00036512
4.08496732   0.00110585
4.08496732   0.00110585
4.08496732   0.00110585
4.08496732   0.00110585
4.08580184   0.00036585
4.08580184   0.00036585
4.08580184   0.00036585
4.08663670   0.00110814
4.08663670   0.00110814
4.08663670   0.00110814
4.08663670   0.00110814
4.08747190   0.00036658
4.08747190   0.00036658
4.08747190   0.00036658
4.08830744   0.00111045
4.08830744   0.00111045
4.08830744   0.00111045
4.08830744   0.00111045
4.08914332   0.00036731
4.08914332   0.00036731
4.08914332   0.00036731
4.08944613   0.05925192
4.08997955   0.00111276
4.08997955   0.00111276
4.08997955   0.00111276
4.08997955   0.00111276
4.09081612   0.00036804
4.09081612   0.00036804
4.09081612   0.00036804
4.09165303   0.00111508
4.09165303   0.00111508
4.09165303   0.00111508
4.09165303   0.00111508
4.09249028   0.00036878
4.09249028   0.00036878
4.09249028   0.00036878
4.09332788   0.00111741
4.09332788   0.00111741
4.09332788   0.00111741
4.09332788   0.00111741
4.09416581   0.00036951
4.09416581   0.00036951
4.09416581   0.00036951
4.09500410   0.00111974
4.09500410   0.00111974
4.09500410   0.00111974
4.09500410   0.00111974
4.09584272   0.00037025
4.09584272   0.00037025
4.09584272   0.00037025
4.09668169   0.00112208
4.09668169   0.00112208
4.09668169   0.00112208
4.09668169   0.00112208
4.09752100   0.00037099
4.09752100   0.00037099
4.09752100   0.00037099
4.09836066   0.00112443
4.09836066   0.00112443
4.09836066   0.00112443
4.09836066   0.00112443
4.09920066   0.00037174
4.09920066   0.00037174
4.09920066   0.00037174
4.10004100   0.00112678
4.10004100   0.00112678
4.10004100   0.00112678
4.10004100   0.00112678
4.10088169   0.00037248
4.10088169   0.00037248
4.10088169   0.00037248
4.10172272   0.00112914
4.10172272   0.00112914
4.10172272   0.00112914
4.10172272   0.00112914
4.10256410   0.00037323
4.10256410   0.00037323
4.10256410   0.00037323
4.10340583   0.00113151
4.10340583   0.00113151
4.10340583   0.00113151
4.10340583   0.00113151
4.10424790   0.00037398
4.10424790   0.00037398
4.10424790   0.00037398
4.10509031   0.00113389
4.10509031   0.00113389
4.10509031   0.00113389
4.10509031   0.00113389
4.10593307   0.00037473
4.10593307   0.00037473
4.10593307   0.00037473
4.10677618   0.00113627
4.10677618   0.00113627
4.10677618   0.00113627
4.10677618   0.00113627
4.10761963   0.00037549
4.10761963   0.00037549
4.10761963   0.00037549
4.10846343   0.00113866
4.10846343   0.00113866
4.10846343   0.00113866
4.10846343   0.00113866
4.10930758   0.00037624
4.10930758   0.00037624
4.10930758   0.00037624
4.11015208   0.00114106
4.11015208   0.00114106
4.11015208   0.00114106
4.11015208   0.00114106
4.11099692   0.00037700
4.11099692   0.00037700
4.11099692   0.00037700
4.11184211   0.00114347
4.11184211   0.00114347
4.11184211   0.00114347
4.11184211   0.00114347
4.11268764   0.00037777
4.11268764   0.00037777
4.11268764   0.00037777
4.11353353   0.00114588
4.11353353   0.00114588
4.11353353   0.00114588
4.11353353   0.00114588
4.11437976   0.00037853
4.11437976   0.00037853
4.11437976   0.00037853
4.11522634   0.00114830
4.11522634   0.00114830
4.11522634   0.00114830
4.11522634   0.00114830
4.11607327   0.00037929
4.11607327   0.00037929
4.11607327   0.00037929
4.11692054   0.00115073
4.11692054   0.00115073
4.11692054   0.00115073
4.11692054   0.00115073
4.11776817   0.00038006
4.11776817   0.00038006
4.11776817   0.00038006
4.11861614   0.00115316
4.11861614   0.00115316
4.11861614   0.00115316
4.11861614   0.00115316
4.11946447   0.00038083
4.11946447   0.00038083
4.11946447   0.00038083
4.12031314   0.00115560
4.12031314   0.00115560
4.12031314   0.00115560
4.12031314   0.00115560
4.12116217   0.00038161
4.12116217   0.00038161
4.12116217   0.00038161
4.12201154   0.00115805
4.12201154   0.00115805
4.12201154   0.00115805
4.12201154   0.00115805
4.12286127   0.00038238
4.12286127   0.00038238
4.12286127   0.00038238
4.12371134   0.00116051
4.12371134   0.00116051
4.12371134   0.00116051
4.12371134   0.00116051
4.12456177   0.00038316
4.12456177   0.00038316
4.12456177   0.00038316
4.12541254   0.00116298
4.12541254   0.00116298
4.12541254   0.00116298
4.12541254   0.00116298
4.12626367   0.00038394
4.12626367   0.00038394
4.12626367   0.00038394
4.12711515   0.00116545
4.12711515   0.00116545
4.12711515   0.00116545
4.12711515   0.00116545
4.12796698   0.00038472
4.12796698   0.00038472
4.12796698   0.00038472
4.12881916   0.00116793
4.12881916   0.00116793
4.12881916   0.00116793
4.12881916   0.00116793
4.12967169   0.00038550
4.12967169   0.00038550
4.12967169   0.00038550
4.13052458   0.00117042
4.13052458   0.00117042
4.13052458   0.00117042
4.13052458   0.00117042
4.13137781   0.00038629
4.13137781   0.00038629
4.13137781   0.00038629
4.13223140   0.00117291
4.13223140   0.00117291
4.13223140   0.00117291
4.13223140   0.00117291
4.13308535   0.00038708
4.13308535   0.00038708
4.13308535   0.00038708
4.13393964   0.00117542
4.13393964   0.00117542
4.13393964   0.00117542
4.13393964   0.00117542
4.13479429   0.00038787
4.13479429   0.00038787
4.13479429   0.00038787
4.13564930   0.00117793
4.13564930   0.00117793
4.13564930   0.00117793
4.13564930   0.00117793
4.13650465   0.00038867
4.13650465   0.00038867
4.13650465   0.00038867
4.13736036   0.00118045
4.13736036   0.00118045
4.13736036   0.00118045
4.13736036   0.00118045
4.13821643   0.00038946
4.13821643   0.00038946
4.13821643   0.00038946
4.13907285   0.00118298
4.13907285   0.00118298
4.13907285   0.00118298
4.13907285   0.00118298
4.13992962   0.00039026
4.13992962   0.00039026
4.13992962   0.00039026
4.14078675   0.00118551
4.14078675   0.00118551
4.14078675   0.00118551
4.14078675   0.00118551
4.14164423   0.00039106
4.14164423   0.00039106
4.14164423   0.00039106
4.14250207   0.00118805
4.14250207   0.00118805
4.14250207   0.00118805
4.14250207   0.00118805
4.14336027   0.00039187
4.14336027   0.00039187
4.14336027   0.00039187
4.14421881   0.00119061
4.14421881   0.00119061
4.14421881   0.00119061
4.14421881   0.00119061
4.14507772   0.00039267
4.14507772   0.00039267
4.14507772   0.00039267
4.14593698   0.00119316
4.14593698   0.00119316
4.14593698   0.00119316
4.14593698   0.00119316
4.14679660   0.00039348
4.14679660   0.00039348
4.14679660   0.00039348
4.14765657   0.00119573
4.14765657   0.00119573
4.14765657   0.00119573
4.14765657   0.00119573
4.14851691   0.00039429
4.14851691   0.00039429
4.14851691   0.00039429
4.14937759   0.00119831
4.14937759   0.00119831
4.14937759   0.00119831
4.14937759   0.00119831
4.15023864   0.00039510
4.15023864   0.00039510
4.15023864   0.00039510
4.15110004   0.00120089
4.15110004   0.00120089
4.15110004   0.00120089
4.15110004   0.00120089
4.15196180   0.00039592
4.15196180   0.00039592
4.15196180   0.00039592
4.15282392   0.00120348
4.15282392   0.00120348
4.15282392   0.00120348
4.15282392   0.00120348
4.15368640   0.00039674
4.15368640   0.00039674
4.15368640   0.00039674
4.15454923   0.00120608
4.15454923   0.00120608
4.15454923   0.00120608
4.15454923   0.00120608
4.15541242   0.00039756
4.15541242   0.00039756
4.15541242   0.00039756
4.15627598   0.00120869
4.15627598   0.00120869
4.15627598   0.00120869
4.15627598   0.00120869
4.15713989   0.00039838
4.15713989   0.00039838
4.15713989   0.00039838
4.15800416   0.00121130
4.15800416   0.00121130
4.15800416   0.00121130
4.15800416   0.00121130
4.15886879   0.00039921
4.15886879   0.00039921
4.15886879   0.00039921
4.15973378   0.00121393
4.15973378   0.00121393
4.15973378   0.00121393
4.15973378   0.00121393
4.16059913   0.00040004
4.16059913   0.00040004
4.16059913   0.00040004
4.16146484   0.00121656
4.16146484   0.00121656
4.16146484   0.00121656
4.16146484   0.00121656
4.16233091   0.00040087
4.16233091   0.00040087
4.16233091   0.00040087
4.16319734   0.00121920
4.16319734   0.00121920
4.16319734   0.00121920
4.16319734   0.00121920
4.16406413   0.00040170
4.16406413   0.00040170
4.16406413   0.00040170
4.16493128   0.00122185
4.16493128   0.00122185
4.16493128   0.00122185
4.16493128   0.00122185
4.16579879   0.00040254
4.16579879   0.00040254
4.16579879   0.00040254
4.16666667   0.00122451
4.16666667   0.00122451
4.16666667   0.00122451
4.16666667   0.00122451
4.16753490   0.00040338
4.16753490   0.00040338
4.16753490   0.00040338
4.16840350   0.00122717
4.16840350   0.00122717
4.16840350   0.00122717
4.16840350   0.00122717
4.16927246   0.00040422
4.16927246   0.00040422
4.16927246   0.00040422
4.17014178   0.00122985
4.17014178   0.00122985
4.17014178   0.00122985
4.17014178   0.00122985
4.17101147   0.00040506
4.17101147   0.00040506
4.17101147   0.00040506
4.17188152   0.00123253
4.17188152   0.00123253
4.17188152   0.00123253
4.17188152   0.00123253
4.17275193   0.00040591
4.17275193   0.00040591
4.17275193   0.00040591
4.17362270   0.00123522
4.17362270   0.00123522
4.17362270   0.00123522
4.17362270   0.00123522
4.17449384   0.00040676
4.17449384   0.00040676
4.17449384   0.00040676
4.17536534   0.00123792
4.17536534   0.00123792
4.17536534   0.00123792
4.17536534   0.00123792
4.17623721   0.00040761
4.17623721   0.00040761
4.17623721   0.00040761
4.17710944   0.00124063
4.17710944   0.00124063
4.17710944   0.00124063
4.17710944   0.00124063
4.17798203   0.00040846
4.17798203   0.00040846
4.17798203   0.00040846
4.17885499   0.00124335
4.17885499   0.00124335
4.17885499   0.00124335
4.17885499   0.00124335
4.17972832   0.00040932
4.17972832   0.00040932
4.17972832   0.00040932
4.18060201   0.00124608
4.18060201   0.00124608
4.18060201   0.00124608
4.18060201   0.00124608
4.18147606   0.00041018
4.18147606   0.00041018
4.18147606   0.00041018
4.18235048   0.00124881
4.18235048   0.00124881
4.18235048   0.00124881
4.18235048   0.00124881
4.18322527   0.00041104
4.18322527   0.00041104
4.18322527   0.00041104
4.18410042   0.00125155
4.18410042   0.00125155
4.18410042   0.00125155
4.18410042   0.00125155
4.18497594   0.00041191
4.18497594   0.00041191
4.18497594   0.00041191
4.18585182   0.00125431
4.18585182   0.00125431
4.18585182   0.00125431
4.18585182   0.00125431
4.18672807   0.00041277
4.18672807   0.00041277
4.18672807   0.00041277
4.18760469   0.00125707
4.18760469   0.00125707
4.18760469   0.00125707
4.18760469   0.00125707
4.18848168   0.00041364
4.18848168   0.00041364
4.18848168   0.00041364
4.18935903   0.00125984
4.18935903   0.00125984
4.18935903   0.00125984
4.18935903   0.00125984
4.19023675   0.00041452
4.19023675   0.00041452
4.19023675   0.00041452
4.19111484   0.00126262
4.19111484   0.00126262
4.19111484   0.00126262
4.19111484   0.00126262
4.19199329   0.00041539
4.19199329   0.00041539
4.19199329   0.00041539
4.19287212   0.00126541
4.19287212   0.00126541
4.19287212   0.00126541
4.19287212   0.00126541
4.19375131   0.00041627
4.19375131   0.00041627
4.19375131   0.00041627
4.19463087   0.00126820
4.19463087   0.00126820
4.19463087   0.00126820
4.19463087   0.00126820
4.19551080   0.00041715
4.19551080   0.00041715
4.19551080   0.00041715
4.19639110   0.00127101
4.19639110   0.00127101
4.19639110   0.00127101
4.19639110   0.00127101
4.19727177   0.00041804
4.19727177   0.00041804
4.19727177   0.00041804
4.19815281   0.00127382
4.19815281   0.00127382
4.19815281   0.00127382
4.19815281   0.00127382
4.19903422   0.00041892
4.19903422   0.00041892
4.19903422   0.00041892
4.19991600   0.00127665
4.19991600   0.00127665
4.19991600   0.00127665
4.19991600   0.00127665
4.20000000   0.00025000
4.20079815   0.00041981
4.20079815   0.00041981
4.20079815   0.00041981
4.20168067   0.00127948
4.20168067   0.00127948
4.20168067   0.00127948
4.20168067   0.00127948
4.20256356   0.00042070
4.20256356   0.00042070
4.20256356   0.00042070
4.20344683   0.00128232
4.20344683   0.00128232
4.20344683   0.00128232
4.20344683   0.00128232
4.20433046   0.00042160
4.20433046   0.00042160
4.20433046   0.00042160
4.20521447   0.00128518
4.20521447   0.00128518
4.20521447   0.00128518
4.20521447   0.00128518
4.20609884   0.00042250
4.20609884   0.00042250
4.20609884   0.00042250
4.20698359   0.00128804
4.20698359   0.00128804
4.20698359   0.00128804
4.20698359   0.00128804
4.20786871   0.00042340
4.20786871   0.00042340
4.20786871   0.00042340
4.20875421   0.00129091
4.20875421   0.00129091
4.20875421   0.00129091
4.20875421   0.00129091
4.20964008   0.00042430
4.20964008   0.00042430
4.20964008   0.00042430
4.21052632   0.00129379
4.21052632   0.00129379
4.21052632   0.00129379
4.21052632   0.00129379
4.21141293   0.00042521
4.21141293   0.00042521
4.21141293   0.00042521
4.21229992   0.00129668
4.21229992   0.00129668
4.21229992   0.00129668
4.21229992   0.00129668
4.21318728   0.00042612
4.21318728   0.00042612
4.21318728   0.00042612
4.21407501   0.00129957
4.21407501   0.00129957
4.21407501   0.00129957
4.21407501   0.00129957
4.21496312   0.00042703
4.21496312   0.00042703
4.21496312   0.00042703
4.21585160   0.00130248
4.21585160   0.00130248
4.21585160   0.00130248
4.21585160   0.00130248
4.21674046   0.00042794
4.21674046   0.00042794
4.21674046   0.00042794
4.21762969   0.00130540
4.21762969   0.00130540
4.21762969   0.00130540
4.21762969   0.00130540
4.21851930   0.00042886
4.21851930   0.00042886
4.21851930   0.00042886
4.21940928   0.00130833
4.21940928   0.00130833
4.21940928   0.00130833
4.21940928   0.00130833
4.22029964   0.00042978
4.22029964   0.00042978
4.22029964   0.00042978
4.22119038   0.00131126
4.22119038   0.00131126
4.22119038   0.00131126
4.22119038   0.00131126
4.22208149   0.00043071
4.22208149   0.00043071
4.22208149   0.00043071
4.22297297   0.00131421
4.22297297   0.00131421
4.22297297   0.00131421
4.22297297   0.00131421
4.22386484   0.00043163
4.22386484   0.00043163
4.22386484   0.00043163
4.22475708   0.00131717
4.22475708   0.00131717
4.22475708   0.00131717
4.22475708   0.00131717
4.22564969   0.00043256
4.22564969   0.00043256
4.22564969   0.00043256
4.22654269   0.00132013
4.22654269   0.00132013
4.22654269   0.00132013
4.22654269   0.00132013
4.22743606   0.00043350
4.22743606   0.00043350
4.22743606   0.00043350
4.22832981   0.00132311
4.22832981   0.00132311
4.22832981   0.00132311
4.22832981   0.00132311
4.22922394   0.00043443
4.22922394   0.00043443
4.22922394   0.00043443
4.23011844   0.00132609
4.23011844   0.00132609
4.23011844   0.00132609
4.23011844   0.00132609
4.23101333   0.00043537
4.23101333   0.00043537
4.23101333   0.00043537
4.23190859   0.00132909
4.23190859   0.00132909
4.23190859   0.00132909
4.23190859   0.00132909
4.23280423   0.00043631
4.23280423   0.00043631
4.23280423   0.00043631
4.23370025   0.00133209
4.23370025   0.00133209
4.23370025   0.00133209
4.23370025   0.00133209
4.23459665   0.00043726
4.23459665   0.00043726
4.23459665   0.00043726
4.23549343   0.00133511
4.23549343   0.00133511
4.23549343   0.00133511
4.23549343   0.00133511
4.23639060   0.00043820
4.23639060   0.00043820
4.23639060   0.00043820
4.23728814   0.00133813
4.23728814   0.00133813
4.23728814   0.00133813
4.23728814   0.00133813
4.23818606   0.00043915
4.23818606   0.00043915
4.23818606   0.00043915
4.23908436   0.00134117
4.23908436   0.00134117
4.23908436   0.00134117
4.23908436   0.00134117
4.23998304   0.00044011
4.23998304   0.00044011
4.23998304   0.00044011
4.24088210   0.00134421
4.24088210   0.00134421
4.24088210   0.00134421
4.24088210   0.00134421
4.24178155   0.00044107
4.24178155   0.00044107
4.24178155   0.00044107
4.24268137   0.00134727
4.24268137   0.00134727
4.24268137   0.00134727
4.24268137   0.00134727
4.24358158   0.00044203
4.24358158   0.00044203
4.24358158   0.00044203
4.24448217   0.00135033
4.24448217   0.00135033
4.24448217   0.00135033
4.24448217   0.00135033
4.24538315   0.00044299
4.24538315   0.00044299
4.24538315   0.00044299
4.24628450   0.00135341
4.24628450   0.00135341
4.24628450   0.00135341
4.24628450   0.00135341
4.24718624   0.00044395
4.24718624   0.00044395
4.24718624   0.00044395
4.24808836   0.00135650
4.24808836   0.00135650
4.24808836   0.00135650
4.24808836   0.00135650
4.24899086   0.00044492
4.24899086   0.00044492
4.24899086   0.00044492
4.24989375   0.00135959
4.24989375   0.00135959
4.24989375   0.00135959
4.24989375   0.00135959
4.25079702   0.00044590
4.25079702   0.00044590
4.25079702   0.00044590
4.25170068   0.00136270
4.25170068   0.00136270
4.25170068   0.00136270
4.25170068   0.00136270
4.25260472   0.00044687
4.25260472   0.00044687
4.25260472   0.00044687
4.25350915   0.00136581
4.25350915   0.00136581
4.25350915   0.00136581
4.25350915   0.00136581
4.25441395   0.00044785
4.25441395   0.00044785
4.25441395   0.00044785
4.25531915   0.00136894
4.25531915   0.00136894
4.25531915   0.00136894
4.25531915   0.00136894
4.25622473   0.00044883
4.25622473   0.00044883
4.25622473   0.00044883
4.25713069   0.00137208
4.25713069   0.00137208
4.25713069   0.00137208
4.25713069   0.00137208
4.25803704   0.00044982
4.25803704   0.00044982
4.25803704   0.00044982
4.25894378   0.00137523
4.25894378   0.00137523
4.25894378   0.00137523
4.25894378   0.00137523
4.25985091   0.00045081
4.25985091   0.00045081
4.25985091   0.00045081
4.26075841   0.00137839
4.26075841   0.00137839
4.26075841   0.00137839
4.26075841   0.00137839
4.26166631   0.00045180
4.26166631   0.00045180
4.26166631   0.00045180
4.26257460   0.00138156
4.26257460   0.00138156
4.26257460   0.00138156
4.26257460   0.00138156
4.26348327   0.00045279
4.26348327   0.00045279
4.26348327   0.00045279
4.26439232   0.00138474
4.26439232   0.00138474
4.26439232   0.00138474
4.26439232   0.00138474
4.26530177   0.00045379
4.26530177   0.00045379
4.26530177   0.00045379
4.26621160   0.00138793
4.26621160   0.00138793
4.26621160   0.00138793
4.26621160   0.00138793
4.26712183   0.00045479
4.26712183   0.00045479
4.26712183   0.00045479
4.26803244   0.00139113
4.26803244   0.00139113
4.26803244   0.00139113
4.26803244   0.00139113
4.26894344   0.00045580
4.26894344   0.00045580
4.26894344   0.00045580
4.26985482   0.00139434
4.26985482   0.00139434
4.26985482   0.00139434
4.26985482   0.00139434
4.27076660   0.00045680
4.27076660   0.00045680
4.27076660   0.00045680
4.27167877   0.00139756
4.27167877   0.00139756
4.27167877   0.00139756
4.27167877   0.00139756
4.27259133   0.00045781
4.27259133   0.00045781
4.27259133   0.00045781
4.27350427   0.00140080
4.27350427   0.00140080
4.27350427   0.00140080
4.27350427   0.00140080
4.27441761   0.00045883
4.27441761   0.00045883
4.27441761   0.00045883
4.27533134   0.00140404
4.27533134   0.00140404
4.27533134   0.00140404
4.27533134   0.00140404
4.27624546   0.00045985
4.27624546   0.00045985
4.27624546   0.00045985
4.27715997   0.00140730
4.27715997   0.00140730
4.27715997   0.00140730
4.27715997   0.00140730
4.27807487   0.00046087
4.27807487   0.00046087
4.27807487   0.00046087
4.27899016   0.00141057
4.27899016   0.00141057
4.27899016   0.00141057
4.27899016   0.00141057
4.27990584   0.00046189
4.27990584   0.00046189
4.27990584   0.00046189
4.28082192   0.00141385
4.28082192   0.00141385
4.28082192   0.00141385
4.28082192   0.00141385
4.28173839   0.00046292
4.28173839   0.00046292
4.28173839   0.00046292
4.28265525   0.00141714
4.28265525   0.00141714
4.28265525   0.00141714
4.28265525   0.00141714
4.28357250   0.00046395
4.28357250   0.00046395
4.28357250   0.00046395
4.28449015   0.00142044
4.28449015   0.00142044
4.28449015   0.00142044
4.28449015   0.00142044
4.28540819   0.00046499
4.28540819   0.00046499
4.28540819   0.00046499
4.28632662   0.00142375
4.28632662   0.00142375
4.28632662   0.00142375
4.28632662   0.00142375
4.28724544   0.00046602
4.28724544   0.00046602
4.28724544   0.00046602
4.28816467   0.00142707
4.28816467   0.00142707
4.28816467   0.00142707
4.28816467   0.00142707
4.28908428   0.00046707
4.28908428   0.00046707
4.28908428   0.00046707
4.29000429   0.00143041
4.29000429   0.00143041
4.29000429   0.00143041
4.29000429   0.00143041
4.29092469   0.00046811
4.29092469   0.00046811
4.29092469   0.00046811
4.29184549   0.00143375
4.29184549   0.00143375
4.29184549   0.00143375
4.29184549   0.00143375
4.29276669   0.00046916
4.29276669   0.00046916
4.29276669   0.00046916
4.29368828   0.00143711
4.29368828   0.00143711
4.29368828   0.00143711
4.29368828   0.00143711
4.29461026   0.00047021
4.29461026   0.00047021
4.29461026   0.00047021
4.29553265   0.00144048
4.29553265   0.00144048
4.29553265   0.00144048
4.29553265   0.00144048
4.29645542   0.00047127
4.29645542   0.00047127
4.29645542   0.00047127
4.29737860   0.00144386
