lambda            k
3.52547153   0.00269504
3.52547153   0.00269504
3.52609309   0.01002413
3.52609309   0.01002413
3.52609309   0.01002413
3.52609309   0.01002413
3.52609309   0.01002413
3.52609309   0.01002413
3.52609309   0.01002413
3.52609309   0.01002413
3.52671487   0.00269626
3.52671487   0.00269626
3.52671487   0.00269626
3.52671487   0.00269626
3.52733686   0.01726282
3.52733686   0.01726282
3.52733686   0.01726282
3.52733686   0.01726282
3.52733686   0.00269687
3.52733686   0.00269687
3.52733686   0.00269687
3.52733686   0.00269687
3.52795908   0.00269749
3.52795908   0.00269749
3.52795908   0.00269749
3.52795908   0.00269749
3.52858151   0.00993589
3.52858151   0.00993589
3.52858151   0.00993589
3.52858151   0.00993589
3.52858151   0.00993589
3.52858151   0.00993589
3.52858151   0.00993589
3.52858151   0.00993589
3.52920416   0.00269874
3.52920416   0.00269874
3.52920416   0.00269874
3.52920416   0.00269874
3.52982704   0.00989225
3.52982704   0.00989225
3.52982704   0.00989225
3.52982704   0.00989225
3.52982704   0.00989225
3.52982704   0.00989225
3.52982704   0.00989225
3.52982704   0.00989225
3.53045013   0.00270001
3.53045013   0.00270001
3.53045013   0.00270001
3.53045013   0.00270001
3.53107345   0.00270064
3.53107345   0.00270064
3.53107345   0.00270064
3.53107345   0.00270064
3.53107345   0.01699722
3.53107345   0.01699722
3.53107345   0.01699722
3.53107345   0.01699722
3.53169698   0.00270128
3.53169698   0.00270128
3.53169698   0.00270128
3.53169698   0.00270128
3.53232073   0.00980593
3.53232073   0.00980593
3.53232073   0.00980593
3.53232073   0.00980593
3.53232073   0.00980593
3.53232073   0.00980593
3.53232073   0.00980593
3.53232073   0.00980593
3.53294471   0.00270258
3.53294471   0.00270258
3.53294471   0.00270258
3.53294471   0.00270258
3.53356890   0.00976323
3.53356890   0.00976323
3.53356890   0.00976323
3.53356890   0.00976323
3.53356890   0.00976323
3.53356890   0.00976323
3.53356890   0.00976323
3.53356890   0.00976323
3.53419332   0.00270389
3.53419332   0.00270389
3.53419332   0.00270389
3.53419332   0.00270389
3.53481796   0.01673714
3.53481796   0.01673714
3.53481796   0.01673714
3.53481796   0.01673714
3.53481796   0.00270455
3.53481796   0.00270455
3.53481796   0.00270455
3.53481796   0.00270455
3.53544281   0.00270521
3.53544281   0.00270521
3.53544281   0.00270521
3.53544281   0.00270521
3.53606789   0.00967877
3.53606789   0.00967877
3.53606789   0.00967877
3.53606789   0.00967877
3.53606789   0.00967877
3.53606789   0.00967877
3.53606789   0.00967877
3.53606789   0.00967877
3.53669319   0.00270655
3.53669319   0.00270655
3.53669319   0.00270655
3.53669319   0.00270655
3.53731871   0.00963699
3.53731871   0.00963699
3.53731871   0.00963699
3.53731871   0.00963699
3.53731871   0.00963699
3.53731871   0.00963699
3.53731871   0.00963699
3.53731871   0.00963699
3.53794445   0.00270791
3.53794445   0.00270791
3.53794445   0.00270791
3.53794445   0.00270791
3.53857042   0.01648245
3.53857042   0.01648245
3.53857042   0.01648245
3.53857042   0.01648245
3.53857042   0.00270859
3.53857042   0.00270859
3.53857042   0.00270859
3.53857042   0.00270859
3.53919660   0.00270928
3.53919660   0.00270928
3.53919660   0.00270928
3.53919660   0.00270928
3.53982301   0.00955434
3.53982301   0.00955434
3.53982301   0.00955434
3.53982301   0.00955434
3.53982301   0.00955434
3.53982301   0.00955434
3.53982301   0.00955434
3.53982301   0.00955434
3.54044964   0.00271066
3.54044964   0.00271066
3.54044964   0.00271066
3.54044964   0.00271066
3.54107649   0.00951347
3.54107649   0.00951347
3.54107649   0.00951347
3.54107649   0.00951347
3.54107649   0.00951347
3.54107649   0.00951347
3.54107649   0.00951347
3.54107649   0.00951347
3.54170356   0.00271206
3.54170356   0.00271206
3.54170356   0.00271206
3.54170356   0.00271206
3.54233085   0.00947288
3.54233085   0.00947288
3.54233085   0.00947288
3.54233085   0.00947288
3.54233085   0.00947288
3.54233085   0.00947288
3.54233085   0.00947288
3.54233085   0.00947288
3.54295837   0.00271347
3.54295837   0.00271347
3.54295837   0.00271347
3.54295837   0.00271347
3.54358611   0.00943259
3.54358611   0.00943259
3.54358611   0.00943259
3.54358611   0.00943259
3.54358611   0.00943259
3.54358611   0.00943259
3.54358611   0.00943259
3.54358611   0.00943259
3.54421407   0.00271490
3.54421407   0.00271490
3.54421407   0.00271490
3.54421407   0.00271490
3.54484225   0.00939259
3.54484225   0.00939259
3.54484225   0.00939259
3.54484225   0.00939259
3.54484225   0.00939259
3.54484225   0.00939259
3.54484225   0.00939259
3.54484225   0.00939259
3.54547066   0.00271635
3.54547066   0.00271635
3.54547066   0.00271635
3.54547066   0.00271635
3.54609929   0.01598868
3.54609929   0.01598868
3.54609929   0.01598868
3.54609929   0.01598868
3.54609929   0.00271707
3.54609929   0.00271707
3.54609929   0.00271707
3.54609929   0.00271707
3.54672814   0.00271780
3.54672814   0.00271780
3.54672814   0.00271780
3.54672814   0.00271780
3.54735722   0.00271854
3.54735722   0.00271854
3.54735722   0.00271854
3.54735722   0.00271854
3.54735722   0.01590836
3.54735722   0.01590836
3.54735722   0.01590836
3.54735722   0.01590836
3.54798652   0.00271928
3.54798652   0.00271928
3.54798652   0.00271928
3.54798652   0.00271928
3.54861604   0.00927430
3.54861604   0.00927430
3.54861604   0.00927430
3.54861604   0.00927430
3.54861604   0.00927430
3.54861604   0.00927430
3.54861604   0.00927430
3.54861604   0.00927430
3.54924579   0.00272077
3.54924579   0.00272077
3.54924579   0.00272077
3.54924579   0.00272077
3.54987575   0.00923544
3.54987575   0.00923544
3.54987575   0.00923544
3.54987575   0.00923544
3.54987575   0.00923544
3.54987575   0.00923544
3.54987575   0.00923544
3.54987575   0.00923544
3.55050595   0.00272227
3.55050595   0.00272227
3.55050595   0.00272227
3.55050595   0.00272227
3.55113636   0.00919685
3.55113636   0.00919685
3.55113636   0.00919685
3.55113636   0.00919685
3.55113636   0.00919685
3.55113636   0.00919685
3.55113636   0.00919685
3.55113636   0.00919685
3.55176700   0.00272379
3.55176700   0.00272379
3.55176700   0.00272379
3.55176700   0.00272379
3.55239787   0.00272455
3.55239787   0.00272455
3.55239787   0.00272455
3.55239787   0.00272455
3.55239787   0.01559252
3.55239787   0.01559252
3.55239787   0.01559252
3.55239787   0.01559252
3.55302896   0.00272532
3.55302896   0.00272532
3.55302896   0.00272532
3.55302896   0.00272532
3.55366027   0.00912050
3.55366027   0.00912050
3.55366027   0.00912050
3.55366027   0.00912050
3.55366027   0.00912050
3.55366027   0.00912050
3.55366027   0.00912050
3.55366027   0.00912050
3.55401662   0.01772952
3.55429181   0.00272686
3.55429181   0.00272686
3.55429181   0.00272686
3.55429181   0.00272686
3.55492357   0.00908273
3.55492357   0.00908273
3.55492357   0.00908273
3.55492357   0.00908273
3.55492357   0.00908273
3.55492357   0.00908273
3.55492357   0.00908273
3.55492357   0.00908273
3.55555556   0.00272843
3.55555556   0.00272843
3.55555556   0.00272843
3.55555556   0.00272843
3.55618777   0.01536125
3.55618777   0.01536125
3.55618777   0.01536125
3.55618777   0.01536125
3.55618777   0.00272921
3.55618777   0.00272921
3.55618777   0.00272921
3.55618777   0.00272921
3.55682020   0.00273000
3.55682020   0.00273000
3.55682020   0.00273000
3.55682020   0.00273000
3.55745286   0.00273080
3.55745286   0.00273080
3.55745286   0.00273080
3.55745286   0.00273080
3.55745286   0.01528521
3.55745286   0.01528521
3.55745286   0.01528521
3.55745286   0.01528521
3.55808575   0.00273159
3.55808575   0.00273159
3.55808575   0.00273159
3.55808575   0.00273159
3.55871886   0.00897104
3.55871886   0.00897104
3.55871886   0.00897104
3.55871886   0.00897104
3.55871886   0.00897104
3.55871886   0.00897104
3.55871886   0.00897104
3.55871886   0.00897104
3.55935220   0.00273320
3.55935220   0.00273320
3.55935220   0.00273320
3.55935220   0.00273320
3.55998576   0.00893433
3.55998576   0.00893433
3.55998576   0.00893433
3.55998576   0.00893433
3.55998576   0.00893433
3.55998576   0.00893433
3.55998576   0.00893433
3.55998576   0.00893433
3.56061955   0.00273482
3.56061955   0.00273482
3.56061955   0.00273482
3.56061955   0.00273482
3.56125356   0.01506015
3.56125356   0.01506015
3.56125356   0.01506015
3.56125356   0.01506015
3.56125356   0.00273563
3.56125356   0.00273563
3.56125356   0.00273563
3.56125356   0.00273563
3.56188780   0.00273645
3.56188780   0.00273645
3.56188780   0.00273645
3.56188780   0.00273645
3.56252227   0.00886171
3.56252227   0.00886171
3.56252227   0.00886171
3.56252227   0.00886171
3.56252227   0.00886171
3.56252227   0.00886171
3.56252227   0.00886171
3.56252227   0.00886171
3.56315696   0.00273810
3.56315696   0.00273810
3.56315696   0.00273810
3.56315696   0.00273810
3.56379187   0.01491263
3.56379187   0.01491263
3.56379187   0.01491263
3.56379187   0.01491263
3.56379187   0.00273893
3.56379187   0.00273893
3.56379187   0.00273893
3.56379187   0.00273893
3.56442702   0.00273976
3.56442702   0.00273976
3.56442702   0.00273976
3.56442702   0.00273976
3.56506239   0.00879011
3.56506239   0.00879011
3.56506239   0.00879011
3.56506239   0.00879011
3.56506239   0.00879011
3.56506239   0.00879011
3.56506239   0.00879011
3.56506239   0.00879011
3.56569799   0.00274144
3.56569799   0.00274144
3.56569799   0.00274144
3.56569799   0.00274144
3.56633381   0.00875469
3.56633381   0.00875469
3.56633381   0.00875469
3.56633381   0.00875469
3.56633381   0.00875469
3.56633381   0.00875469
3.56633381   0.00875469
3.56633381   0.00875469
3.56696986   0.00274313
3.56696986   0.00274313
3.56696986   0.00274313
3.56696986   0.00274313
3.56760614   0.00871952
3.56760614   0.00871952
3.56760614   0.00871952
3.56760614   0.00871952
3.56760614   0.00871952
3.56760614   0.00871952
3.56760614   0.00871952
3.56760614   0.00871952
3.56824264   0.00274484
3.56824264   0.00274484
3.56824264   0.00274484
3.56824264   0.00274484
3.56887937   0.00868460
3.56887937   0.00868460
3.56887937   0.00868460
3.56887937   0.00868460
3.56887937   0.00868460
3.56887937   0.00868460
3.56887937   0.00868460
3.56887937   0.00868460
3.56951633   0.00274656
3.56951633   0.00274656
3.56951633   0.00274656
3.56951633   0.00274656
3.57000000   0.10000000
3.57000000   0.10000000
3.57015352   0.01455242
3.57015352   0.01455242
3.57015352   0.01455242
3.57015352   0.01455242
3.57015352   0.00274742
3.57015352   0.00274742
3.57015352   0.00274742
3.57015352   0.00274742
3.57079093   0.00274829
3.57079093   0.00274829
3.57079093   0.00274829
3.57079093   0.00274829
3.57142857   0.00861549
3.57142857   0.00861549
3.57142857   0.00861549
3.57142857   0.00861549
3.57142857   0.00861549
3.57142857   0.00861549
3.57142857   0.00861549
3.57142857   0.00861549
3.57206644   0.00275004
3.57206644   0.00275004
3.57206644   0.00275004
3.57206644   0.00275004
3.57270454   0.00858131
3.57270454   0.00858131
3.57270454   0.00858131
3.57270454   0.00858131
3.57270454   0.00858131
3.57270454   0.00858131
3.57270454   0.00858131
3.57270454   0.00858131
3.57334286   0.00275180
3.57334286   0.00275180
3.57334286   0.00275180
3.57334286   0.00275180
3.57398142   0.00854736
3.57398142   0.00854736
3.57398142   0.00854736
3.57398142   0.00854736
3.57398142   0.00854736
3.57398142   0.00854736
3.57398142   0.00854736
3.57398142   0.00854736
3.57462020   0.00275358
3.57462020   0.00275358
3.57462020   0.00275358
3.57462020   0.00275358
3.57525921   0.00275447
3.57525921   0.00275447
3.57525921   0.00275447
3.57525921   0.00275447
3.57525921   0.01427283
3.57525921   0.01427283
3.57525921   0.01427283
3.57525921   0.01427283
3.57589844   0.00275537
3.57589844   0.00275537
3.57589844   0.00275537
3.57589844   0.00275537
3.57653791   0.00848018
3.57653791   0.00848018
3.57653791   0.00848018
3.57653791   0.00848018
3.57653791   0.00848018
3.57653791   0.00848018
3.57653791   0.00848018
3.57653791   0.00848018
3.57717761   0.00275718
3.57717761   0.00275718
3.57717761   0.00275718
3.57717761   0.00275718
3.57781753   0.00844695
3.57781753   0.00844695
3.57781753   0.00844695
3.57781753   0.00844695
3.57781753   0.00844695
3.57781753   0.00844695
3.57781753   0.00844695
3.57781753   0.00844695
3.57845768   0.00275900
3.57845768   0.00275900
3.57845768   0.00275900
3.57845768   0.00275900
3.57909807   0.00841394
3.57909807   0.00841394
3.57909807   0.00841394
3.57909807   0.00841394
3.57909807   0.00841394
3.57909807   0.00841394
3.57909807   0.00841394
3.57909807   0.00841394
3.57973868   0.00276083
3.57973868   0.00276083
3.57973868   0.00276083
3.57973868   0.00276083
3.58037952   0.00838117
3.58037952   0.00838117
3.58037952   0.00838117
3.58037952   0.00838117
3.58037952   0.00838117
3.58037952   0.00838117
3.58037952   0.00838117
3.58037952   0.00838117
3.58102059   0.00276268
3.58102059   0.00276268
3.58102059   0.00276268
3.58102059   0.00276268
3.58166189   0.00834863
3.58166189   0.00834863
3.58166189   0.00834863
3.58166189   0.00834863
3.58166189   0.00834863
3.58166189   0.00834863
3.58166189   0.00834863
3.58166189   0.00834863
3.58230342   0.00276454
3.58230342   0.00276454
3.58230342   0.00276454
3.58230342   0.00276454
3.58294518   0.00276548
3.58294518   0.00276548
3.58294518   0.00276548
3.58294518   0.00276548
3.58294518   0.01386715
3.58294518   0.01386715
3.58294518   0.01386715
3.58294518   0.01386715
3.58358717   0.00276642
3.58358717   0.00276642
3.58358717   0.00276642
3.58358717   0.00276642
3.58422939   0.00828423
3.58422939   0.00828423
3.58422939   0.00828423
3.58422939   0.00828423
3.58422939   0.00828423
3.58422939   0.00828423
3.58422939   0.00828423
3.58422939   0.00828423
3.58487184   0.00276831
3.58487184   0.00276831
3.58487184   0.00276831
3.58487184   0.00276831
3.58551452   0.00825236
3.58551452   0.00825236
3.58551452   0.00825236
3.58551452   0.00825236
3.58551452   0.00825236
3.58551452   0.00825236
3.58551452   0.00825236
3.58551452   0.00825236
3.58615743   0.00277022
3.58615743   0.00277022
3.58615743   0.00277022
3.58615743   0.00277022
3.58680057   0.00822072
3.58680057   0.00822072
3.58680057   0.00822072
3.58680057   0.00822072
3.58680057   0.00822072
3.58680057   0.00822072
3.58680057   0.00822072
3.58680057   0.00822072
3.58744395   0.00277213
3.58744395   0.00277213
3.58744395   0.00277213
3.58744395   0.00277213
3.58808755   0.00818930
3.58808755   0.00818930
3.58808755   0.00818930
3.58808755   0.00818930
3.58808755   0.00818930
3.58808755   0.00818930
3.58808755   0.00818930
3.58808755   0.00818930
3.58873138   0.00277407
3.58873138   0.00277407
3.58873138   0.00277407
3.58873138   0.00277407
3.58937545   0.00815810
3.58937545   0.00815810
3.58937545   0.00815810
3.58937545   0.00815810
3.58937545   0.00815810
3.58937545   0.00815810
3.58937545   0.00815810
3.58937545   0.00815810
3.59001975   0.00277601
3.59001975   0.00277601
3.59001975   0.00277601
3.59001975   0.00277601
3.59066427   0.01347723
3.59066427   0.01347723
3.59066427   0.01347723
3.59066427   0.01347723
3.59066427   0.00277699
3.59066427   0.00277699
3.59066427   0.00277699
3.59066427   0.00277699
3.59130903   0.00277797
3.59130903   0.00277797
3.59130903   0.00277797
3.59130903   0.00277797
3.59195402   0.00809634
3.59195402   0.00809634
3.59195402   0.00809634
3.59195402   0.00809634
3.59195402   0.00809634
3.59195402   0.00809634
3.59195402   0.00809634
3.59195402   0.00809634
3.59259925   0.00277995
3.59259925   0.00277995
3.59259925   0.00277995
3.59259925   0.00277995
3.59324470   0.00806579
3.59324470   0.00806579
3.59324470   0.00806579
3.59324470   0.00806579
3.59324470   0.00806579
3.59324470   0.00806579
3.59324470   0.00806579
3.59324470   0.00806579
3.59389039   0.00278194
3.59389039   0.00278194
3.59389039   0.00278194
3.59389039   0.00278194
3.59453630   0.00803545
3.59453630   0.00803545
3.59453630   0.00803545
3.59453630   0.00803545
3.59453630   0.00803545
3.59453630   0.00803545
3.59453630   0.00803545
3.59453630   0.00803545
3.59518246   0.00278394
3.59518246   0.00278394
3.59518246   0.00278394
3.59518246   0.00278394
3.59582884   0.00800531
3.59582884   0.00800531
3.59582884   0.00800531
3.59582884   0.00800531
3.59582884   0.00800531
3.59582884   0.00800531
3.59582884   0.00800531
3.59582884   0.00800531
3.59647545   0.00278596
3.59647545   0.00278596
3.59647545   0.00278596
3.59647545   0.00278596
3.59712230   0.01316381
3.59712230   0.01316381
3.59712230   0.01316381
3.59712230   0.01316381
3.59712230   0.00278697
3.59712230   0.00278697
3.59712230   0.00278697
3.59712230   0.00278697
3.59776938   0.00278799
3.59776938   0.00278799
3.59776938   0.00278799
3.59776938   0.00278799
3.59841670   0.00278901
3.59841670   0.00278901
3.59841670   0.00278901
3.59841670   0.00278901
3.59841670   0.01310234
3.59841670   0.01310234
3.59841670   0.01310234
3.59841670   0.01310234
3.59906424   0.00279003
3.59906424   0.00279003
3.59906424   0.00279003
3.59906424   0.00279003
3.59971202   0.00791616
3.59971202   0.00791616
3.59971202   0.00791616
3.59971202   0.00791616
3.59971202   0.00791616
3.59971202   0.00791616
3.59971202   0.00791616
3.59971202   0.00791616
